"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"huihui-ai-abliterated-Qwe",-0.302966004100471,69,38,88,38,26
"Linkbricks-Horizon-AI-Ave.4",0.0217468228419495,55,19,74,19,13
"ultiima-32B",0.45501310870724,21,10,56,10,7
"RYS-XLarge",0.370122409768916,32,10,61,10,8
"Qwen2.5-95B-Instruct",-0.388769061033343,72,40,92,46,36
"ultiima-72B-v1.5",0.576405085711876,16,8,55,8,6
"sky-t1-coder-32b-flash",-0.407191628353408,74,46,91,52,36
"Llama-3.3-70B-Instruct",-0.246100968466549,64,36,86,38,20
"RomboUltima-32B",0.0723754644313748,52,15,74,19,12
"calme-2.1-rys-78b",0.49367039782963,19,10,56,10,6
"calme-2.3-rys-78b",0.432058357743817,24,10,60,10,7
"calme-2.1-qwen2-72b",0.362281269535417,33,10,61,10,8
"calme-2.2-rys-78b",0.133497662271715,48,13,74,13,10
"MG-FinalMix-72B",0.353291164929993,34,10,62,10,8
"EVA-Qwen2.5-72B-v0.2",0.569519164022325,18,8,55,8,6
"Qwen2-72B-Orpo-v0.1",0.230146207501742,38,12,69,13,10
"RYS-XLarge-base",0.184907748851819,40,13,71,13,10
"calme-2.2-qwen2-72b",-0.292831054423349,68,38,85,39,24
"Arcee-Nova",-0.0882503853411007,57,23,77,29,13
"L3.3-MS-Nevoria-70b",0.431529370543794,25,10,60,10,7
"Set-70b",0.449305361329079,22,10,58,10,7
"QwentileSwap",0.301445320502156,37,10,64,12,10
"li-14b-v0.4",-0.827278870599781,81,63,99,68,57
"tempmotacilla-cinerea-030",-0.849757999338101,85,67,99,69,57
"L3.3-Nevoria-R1-70b",0.378417114705369,31,10,61,10,8
"Qwen2-72B-Instruct",-0.337150611026589,70,39,88,44,30
"Galactic-Qwen-14B-Exp2",0.461007780618904,20,10,56,10,7
"BigQwen2.5-52B-Instruct",-1.09226004040324,95,75,100,75,68
"Llama-3.1-SauerkrautLM-70",0.193816850661709,39,13,71,13,10
"Llama-3.1-70B-Instruct",0.12479562534681,50,13,74,13,10
"Dracarys-72B-Instruct",-0.162116039992018,61,31,78,36,19
"Linkbricks-Horizon-AI-Ave.5",-0.838946034395503,83,67,99,68,57
"Lamarckvergence-14B",-0.891982085195645,87,70,99,72,59
"Lix-14B-v0.1",-0.949891816007032,90,72,99,75,62
"calme-2.2-llama3.1-70b",-0.121643063811339,60,24,78,30,14
"NQLSG-Qwen2.5-14B-MegaFus",-0.994004118003213,92,75,99,75,63
"calme-2.3-llama3.1-70b",0.0721083624912757,53,13,74,14,12
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.03441398113138,94,75,100,75,64
"orca_mini_v8_1_70b",0.420592981986738,27,10,60,10,8
"Apollo-70B",0.174329278207134,42,13,73,13,10
"ZYH-LLM-Qwen2.5-14B-V4",-0.617317528903515,77,57,99,57,49
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.13135752170492,96,75,100,76,70
"Progenitor-V1.1-LLaMa-70B",0.428172783861112,26,10,60,10,7
"70B-L3.3-Cirrus-x1",0.3188253208793,36,10,63,11,9
"magnum-v1-72b",-0.258176901547672,66,38,82,38,20
"magnum-72b-v1",-0.253465877971406,65,38,80,38,20
"lamarckvergence-14b-tenso",-1.02104636317272,93,75,99,75,63
"li-14b-v0.4-slerp0.1",-1.18478716430317,97,76,100,78,72
"miscii-14b-0218",-0.85947214317649,86,69,99,70,57
"Cheng-2",-0.842198674924891,84,63,99,67,57
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.29720793427435,99,78,100,79,75
"Llama3.3-70B-CogniLink",0.122471457300245,51,13,74,13,10
"tempesthenno-ppo-ckpt40",-0.697989674220274,78,61,99,62,54
"RYS-Llama3.1-Large",0.0470685999106282,54,15,74,19,12
"virtuoso-small-v2-tensopo",-0.395799594008739,73,41,93,49,36
"Cheng-2-v1.1",-0.928977107636395,89,68,99,71,61
"RombosBeagle-v2beta-MGS-3",0.353178885838429,35,10,62,10,8
"TheBeagle-v2beta-32B-MGS",0.415877565302375,28,10,59,10,8
"lambda-qwen2.5-14b-dpo-te",-0.754093879922439,79,61,99,63,57
"tempesthenno-nuslerp-001",-0.807196927898958,80,64,99,68,57
"Qwen2.5-14B-1M-YOYO-V3",-0.906523832700021,88,68,99,70,61
"Josiefied-Qwen2.5-14B-Ins",-0.829289087520403,82,63,99,67,57
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.25526372996754,98,78,100,78,75
"Q2.5-Veltha-14B",-0.567075014927034,75,56,97,57,41
"ECE-ILAB-Q1",0.133722371715174,46,13,74,13,10
"Virtuoso-Small-v2",-0.613080318535828,76,57,98,57,46
"Qwen2.5-14B-YOYO-V4-p1",-0.957396642194552,91,70,100,72,62
"Chocolatine-14B-Instruct-",-1.69679367882069,100,95,100,96,80
