"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"orca_mini_v8_1_70b",0.518308021852698,42,20,70,21,17
"Apollo-70B",1.23676118256263,27,9,52,11,9
"ZYH-LLM-Qwen2.5-14B-V4",-2.42830961496873,88,75,100,75,57
"NQLSG-Qwen2.5-14B-MegaFus.2",-2.30231869003984,86,74,100,74,57
"Progenitor-V1.1-LLaMa-70B",1.45463636024733,23,9,44,9,8
"70B-L3.3-Cirrus-x1",1.53735503063365,20,9,41,9,7
"magnum-v1-72b",0.210917438321321,52,32,65,35,24
"magnum-72b-v1",0.213768953174154,51,32,65,35,23
"lamarckvergence-14b-tenso",-1.7640369939798,79,67,97,71,54
"li-14b-v0.4-slerp0.1",-2.52185607828002,93,77,100,77,57
"miscii-14b-0218",-1.3940056603627,76,61,95,64,49
"Cheng-2",-3.45746342091323,97,85,100,87,57
"NQLSG-Qwen2.5-14B-MegaFus.3",-2.52184066559409,92,75,100,77,57
"Llama3.3-70B-CogniLink",1.0249285991358,32,11,55,11,9
"tempesthenno-ppo-ckpt40",-1.63824186749424,77,66,96,66,53
"RYS-Llama3.1-Large",-1.06970538927215,73,57,87,57,45
"virtuoso-small-v2-tensopo",-2.06947519681464,84,73,100,74,56
"Cheng-2-v1.1",-3.6286775178599,99,88,100,91,57
"RombosBeagle-v2beta-MGS-3",1.71905239762373,17,8,36,9,7
"TheBeagle-v2beta-32B-MGS",1.74128118204865,16,8,36,9,7
"lambda-qwen2.5-14b-dpo-te",-2.84354704741003,94,79,100,82,57
"tempesthenno-nuslerp-001",-1.77878961745938,80,69,96,71,54
"Qwen2.5-14B-1M-YOYO-V3",-3.83918184143501,100,88,100,90,56
"Josiefied-Qwen2.5-14B-Ins",-3.20343180900316,96,83,100,85,57
"NQLSG-Qwen2.5-14B-MegaFus.4",-2.84498728055242,95,78,100,81,57
"Q2.5-Veltha-14B",-2.51955579293383,91,77,100,77,57
"ECE-ILAB-Q1",0.217830559337533,50,30,66,33,23
"Virtuoso-Small-v2",-2.49471410409631,90,77,100,77,57
"Qwen2.5-14B-YOYO-V4-p1",-3.58250012269594,98,88,100,90,57
"Chocolatine-14B-Instruct-",-1.90428088183671,82,71,100,71,55
