"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"BigQwen2.5-52B-Instruct",0.206722091539646,42,23,60,23,18
"Llama-3.1-SauerkrautLM-70",-0.461332322175176,63,43,93,45,35
"Llama-3.1-70B-Instruct",-1.02336930380031,92,63,99,64,53
"Dracarys-72B-Instruct",-0.652811810921579,75,50,97,52,43
"Linkbricks-Horizon-AI-Ave.5",0.268049019491307,38,21,57,22,18
"Lamarckvergence-14B",-0.528843116965939,70,45,96,46,41
"Lix-14B-v0.1",-0.758184884024538,82,52,99,53,46
"calme-2.2-llama3.1-70b",-0.695019284827375,80,51,98,52,43
"NQLSG-Qwen2.5-14B-MegaFus",-0.496651025403743,66,43,96,45,36
"calme-2.3-llama3.1-70b",-0.92306395802742,84,58,99,59,51
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.680840016450067,78,50,98,52,43
"orca_mini_v8_1_70b",-1.77983394739531,100,94,100,96,83
"Apollo-70B",0.255259605544236,40,21,58,23,18
"ZYH-LLM-Qwen2.5-14B-V4",-0.670139189989246,76,50,98,51,43
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.675109782705977,77,50,98,51,43
"Progenitor-V1.1-LLaMa-70B",-0.495049607232696,65,45,95,46,36
"70B-L3.3-Cirrus-x1",-0.307946231823054,57,39,84,42,34
"magnum-v1-72b",-0.49869735211701,67,45,95,46,36
"magnum-72b-v1",-0.49165723249361,64,45,95,46,36
"lamarckvergence-14b-tenso",-0.644623750461936,74,49,98,50,43
"li-14b-v0.4-slerp0.1",-0.943522568009989,88,56,99,59,52
"miscii-14b-0218",-0.933068650280859,85,56,99,59,52
"Cheng-2",-0.983747550531712,89,56,100,59,53
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.593778791085636,73,46,97,49,43
"Llama3.3-70B-CogniLink",-0.559732970207041,71,46,97,46,42
"tempesthenno-ppo-ckpt40",-1.01392357262067,90,59,100,63,53
"RYS-Llama3.1-Large",-1.40936162834696,99,83,100,83,70
"virtuoso-small-v2-tensopo",-1.01434753434364,91,59,99,63,53
"Cheng-2-v1.1",-1.09810145132168,94,61,100,63,56
"RombosBeagle-v2beta-MGS-3",1.25897707724602,8,1,25,1,1
"TheBeagle-v2beta-32B-MGS",1.15271323889834,14,1,27,1,1
"lambda-qwen2.5-14b-dpo-te",-0.936853470223145,87,56,99,58,52
"tempesthenno-nuslerp-001",-1.02392000739204,93,59,100,63,53
"Qwen2.5-14B-1M-YOYO-V3",-1.16787860884049,96,64,100,71,58
"Josiefied-Qwen2.5-14B-Ins",-0.936276264594747,86,56,99,58,52
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.835433720900598,83,53,99,55,49
"Q2.5-Veltha-14B",-1.31615074918714,98,74,100,79,63
"ECE-ILAB-Q1",-0.720535739078062,81,52,98,53,45
"Virtuoso-Small-v2",-1.11963943232506,95,64,100,70,56
"Qwen2.5-14B-YOYO-V4-p1",-1.21486295919322,97,65,100,73,59
"Chocolatine-14B-Instruct-",-0.421401638498704,62,43,93,43,35
