"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"RYS-XLarge-base",-0.238556253215965,60,35,98,35,25
"calme-2.2-qwen2-72b",-0.254915735993902,61,35,99,35,26
"Arcee-Nova",-0.300628374508098,64,36,100,38,32
"L3.3-MS-Nevoria-70b",-0.605683936960561,87,55,100,56,43
"Set-70b",-0.604771474046327,86,55,100,56,43
"QwentileSwap",0.204740598643571,35,10,67,11,3
"li-14b-v0.4",-0.0496760785833064,52,22,84,26,17
"tempmotacilla-cinerea-030",-0.309076180040826,67,36,100,38,32
"L3.3-Nevoria-R1-70b",-0.318275916402659,68,36,100,40,33
"Qwen2-72B-Instruct",-0.395721174532029,76,42,100,43,35
"Galactic-Qwen-14B-Exp2",-0.295039535684428,63,35,100,38,31
"BigQwen2.5-52B-Instruct",-0.306048387228841,65,36,100,38,32
"Llama-3.1-SauerkrautLM-70",0.110846997865107,41,14,76,18,8
"Llama-3.1-70B-Instruct",-0.0194942200887764,50,21,83,22,14
"Dracarys-72B-Instruct",-0.66794162034551,93,57,100,59,49
"Linkbricks-Horizon-AI-Ave.5",0.000652226965788927,49,20,83,21,14
"Lamarckvergence-14B",-0.367812730921651,74,40,100,42,34
"Lix-14B-v0.1",-0.667668943825354,92,56,100,59,49
"calme-2.2-llama3.1-70b",0.169057564168958,37,11,69,14,5
"NQLSG-Qwen2.5-14B-MegaFus",-0.192124250979834,59,33,96,35,21
"calme-2.3-llama3.1-70b",0.0170685319011934,48,20,82,21,11
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.487678540815813,82,47,100,50,36
"orca_mini_v8_1_70b",-0.559827971707454,84,51,100,53,42
"Apollo-70B",-0.0713941812965486,53,25,85,29,18
"ZYH-LLM-Qwen2.5-14B-V4",0.0537880257765568,45,19,80,20,10
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.432564553816667,78,43,100,47,35
"Progenitor-V1.1-LLaMa-70B",-0.661022464960419,91,57,100,59,49
"70B-L3.3-Cirrus-x1",-0.708610258387722,96,59,100,60,51
"magnum-v1-72b",-0.764202537791603,99,61,100,63,54
"magnum-72b-v1",-0.758674563633476,98,61,100,63,54
"lamarckvergence-14b-tenso",-0.576146381635899,85,53,100,55,43
"li-14b-v0.4-slerp0.1",-0.728295385514299,97,60,100,61,52
"miscii-14b-0218",-0.801638313968309,100,63,100,69,55
"Cheng-2",-0.306899748875329,66,35,100,38,32
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.341517592241508,71,37,100,40,33
"Llama3.3-70B-CogniLink",-0.681910738497163,94,57,100,59,50
"tempesthenno-ppo-ckpt40",-0.629537479717931,89,55,100,57,47
"RYS-Llama3.1-Large",-0.359126549265718,73,38,100,40,33
"virtuoso-small-v2-tensopo",-0.181558647285992,58,33,95,35,21
"Cheng-2-v1.1",-0.458956482114585,79,44,100,49,35
"RombosBeagle-v2beta-MGS-3",0.399998247876709,27,2,54,3,1
"TheBeagle-v2beta-32B-MGS",0.375041264793967,29,3,54,5,1
"lambda-qwen2.5-14b-dpo-te",-0.339679147042455,70,37,100,40,33
"tempesthenno-nuslerp-001",-0.692934763364687,95,58,100,60,50
"Qwen2.5-14B-1M-YOYO-V3",-0.358457384882422,72,38,100,40,33
"Josiefied-Qwen2.5-14B-Ins",-0.262779461493427,62,35,99,35,28
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.465178116753336,80,47,100,49,36
"Q2.5-Veltha-14B",-0.421590967427218,77,43,100,47,35
"ECE-ILAB-Q1",-0.483999265735433,81,48,100,51,36
"Virtuoso-Small-v2",-0.394652376878588,75,40,100,43,35
"Qwen2.5-14B-YOYO-V4-p1",-0.61732264470735,88,55,100,56,45
"Chocolatine-14B-Instruct-",-0.632480914416229,90,55,100,56,47
