"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-2.3-rys-78b",-0.0438264926102114,50,30,84,32,16
"calme-2.1-qwen2-72b",-0.539403721846973,75,48,94,48,44
"calme-2.2-rys-78b",-0.0759989514588955,52,30,85,32,18
"MG-FinalMix-72B",-0.582509250090138,78,48,94,49,45
"EVA-Qwen2.5-72B-v0.2",0.731165552630238,18,3,47,4,1
"Qwen2-72B-Orpo-v0.1",-0.426890271621286,68,46,92,46,36
"RYS-XLarge-base",-0.828924001145355,88,58,97,59,48
"calme-2.2-qwen2-72b",-0.391347998436521,64,46,92,46,35
"Arcee-Nova",-0.201858279847607,56,36,88,40,25
"L3.3-MS-Nevoria-70b",0.333367412512722,41,9,62,9,4
"Set-70b",0.0117918439161895,48,25,84,28,14
"QwentileSwap",0.316811741642709,43,9,62,9,4
"li-14b-v0.4",-0.569410046057951,77,48,96,48,45
"tempmotacilla-cinerea-030",-0.213828188653964,58,35,89,38,25
"L3.3-Nevoria-R1-70b",0.60509865268687,26,4,48,4,2
"Qwen2-72B-Instruct",-0.648572733214393,84,49,96,52,46
"Galactic-Qwen-14B-Exp2",-0.033989426886142,49,28,84,30,16
"BigQwen2.5-52B-Instruct",-0.193905294322751,55,35,88,36,25
"Llama-3.1-SauerkrautLM-70",-1.80027047408963,100,93,100,93,87
"Llama-3.1-70B-Instruct",-1.57027771761951,98,90,100,93,78
"Dracarys-72B-Instruct",-0.408490096226781,66,46,92,46,35
"Linkbricks-Horizon-AI-Ave.5",0.142022942911893,46,16,72,19,9
"Lamarckvergence-14B",-0.261399365846148,60,40,92,43,30
"Lix-14B-v0.1",-0.255364738909528,59,40,92,43,30
"calme-2.2-llama3.1-70b",-1.30982351772848,95,83,100,85,64
"NQLSG-Qwen2.5-14B-MegaFus",-0.43021778598041,69,45,93,46,36
"calme-2.3-llama3.1-70b",-1.60620077688488,99,90,100,93,82
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.599872942203758,81,48,96,49,45
"orca_mini_v8_1_70b",-0.515229030978579,74,46,94,48,43
"Apollo-70B",0.871723155472786,10,1,44,2,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.900346236129598,90,59,99,60,49
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.544706582015797,76,48,94,48,44
"Progenitor-V1.1-LLaMa-70B",0.121871976158741,47,18,74,20,9
"70B-L3.3-Cirrus-x1",-0.0494999392059743,51,27,85,32,17
"magnum-v1-72b",-0.281217000945899,61,43,92,44,30
"magnum-72b-v1",-0.282914238925532,62,43,92,44,30
"lamarckvergence-14b-tenso",-0.691853821969457,85,52,97,53,46
"li-14b-v0.4-slerp0.1",-0.509821084187324,73,47,94,48,43
"miscii-14b-0218",-0.169382373410271,54,35,87,36,25
"Cheng-2",-0.605600338472854,82,48,97,48,45
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.588322937352724,79,48,96,48,45
"Llama3.3-70B-CogniLink",-0.110695928909009,53,32,86,33,21
"tempesthenno-ppo-ckpt40",-0.490510554476434,70,47,93,48,41
"RYS-Llama3.1-Large",-1.35645315896439,97,85,100,86,67
"virtuoso-small-v2-tensopo",-1.31357428332827,96,83,100,85,64
"Cheng-2-v1.1",-0.739347537196962,86,53,97,54,48
"RombosBeagle-v2beta-MGS-3",0.705418262293077,21,4,47,4,1
"TheBeagle-v2beta-32B-MGS",0.713297129623665,20,4,47,4,1
"lambda-qwen2.5-14b-dpo-te",-0.399363258272441,65,45,92,46,35
"tempesthenno-nuslerp-001",-0.599359400783292,80,48,96,49,45
"Qwen2.5-14B-1M-YOYO-V3",-0.918241372540881,92,59,99,61,51
"Josiefied-Qwen2.5-14B-Ins",-0.642355834033856,83,48,97,49,46
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.909548905932384,91,59,99,61,50
"Q2.5-Veltha-14B",-0.803584166718691,87,54,97,59,48
"ECE-ILAB-Q1",-0.49201367943985,71,48,93,48,41
"Virtuoso-Small-v2",-1.19222233393831,94,72,100,77,61
"Qwen2.5-14B-YOYO-V4-p1",-0.851600407072847,89,55,99,59,48
"Chocolatine-14B-Instruct-",-0.203512855889646,57,35,89,37,25
