"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"lamarckvergence-14b-tenso",-0.667877733129546,81,54,98,56,41
"li-14b-v0.4-slerp0.1",-0.612230559351311,80,51,97,54,39
"miscii-14b-0218",-0.315328670950493,71,33,91,34,25
"Cheng-2",-0.605161719788002,79,50,98,52,38
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.714995889574226,83,55,99,56,44
"Llama3.3-70B-CogniLink",0.0611260149400752,49,18,77,19,11
"tempesthenno-ppo-ckpt40",-0.595576871280162,78,51,97,54,36
"RYS-Llama3.1-Large",-1.12121061706602,95,75,100,76,61
"virtuoso-small-v2-tensopo",-1.1358320325557,96,75,100,76,62
"Cheng-2-v1.1",-0.729841259521458,85,55,99,57,44
"RombosBeagle-v2beta-MGS-3",0.31179586206916,32,10,69,11,8
"TheBeagle-v2beta-32B-MGS",0.242294296029107,35,12,71,13,8
"lambda-qwen2.5-14b-dpo-te",-0.445129117462622,74,41,96,42,28
"tempesthenno-nuslerp-001",-0.57437699403918,77,51,97,52,34
"Qwen2.5-14B-1M-YOYO-V3",-1.01016824264528,92,70,100,72,58
"Josiefied-Qwen2.5-14B-Ins",-0.718052218876704,84,55,99,56,44
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.949849553677716,91,63,100,71,56
"Q2.5-Veltha-14B",-1.05219155578656,94,73,100,74,59
"ECE-ILAB-Q1",-0.859197125149806,89,60,100,66,54
"Virtuoso-Small-v2",-1.02140100592933,93,72,100,74,58
"Qwen2.5-14B-YOYO-V4-p1",-0.825736096895364,88,59,100,60,51
"Chocolatine-14B-Instruct-",-0.242244645285412,62,27,90,30,23
