"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"RomboUltima-32B",-1.20124417677165,95,73,100,75,46
"calme-2.1-rys-78b",0.728668184879782,15,4,47,4,3
"calme-2.3-rys-78b",0.817590659319441,12,4,45,4,3
"calme-2.1-qwen2-72b",0.420298472241629,26,7,73,8,4
"calme-2.2-rys-78b",0.653923998285571,19,4,55,5,3
"MG-FinalMix-72B",0.21764678909313,39,10,77,10,5
"EVA-Qwen2.5-72B-v0.2",-0.0248597420980605,47,13,87,15,9
"Qwen2-72B-Orpo-v0.1",-0.1383742711747,54,20,88,20,10
"RYS-XLarge-base",-0.2295475724578,63,22,92,23,12
"calme-2.2-qwen2-72b",-0.140026429370446,55,20,87,20,10
"Arcee-Nova",-0.057038362115577,49,18,87,19,9
"L3.3-MS-Nevoria-70b",0.569911097341634,21,4,70,5,3
"Set-70b",0.725240021440189,16,4,55,4,3
"QwentileSwap",-0.859475833156953,86,48,99,54,37
"li-14b-v0.4",-0.628790644413296,82,41,99,43,24
"tempmotacilla-cinerea-030",-0.273830073199364,66,23,93,25,12
"L3.3-Nevoria-R1-70b",0.370148191601605,34,6,77,7,4
"Qwen2-72B-Instruct",-0.251226339445519,65,22,92,25,12
"Galactic-Qwen-14B-Exp2",-0.308599269494215,70,22,95,25,14
"BigQwen2.5-52B-Instruct",-1.4719256999816,99,80,100,83,61
"Llama-3.1-SauerkrautLM-70",0.486503594926047,23,5,73,5,4
"Llama-3.1-70B-Instruct",0.788566427159775,13,4,50,4,3
"Dracarys-72B-Instruct",-0.0596221561619896,50,17,87,19,9
"Linkbricks-Horizon-AI-Ave.5",-1.39746655390652,97,78,100,80,56
"Lamarckvergence-14B",-0.804034648958184,84,46,99,49,35
"Lix-14B-v0.1",-0.59126896439827,78,41,99,42,22
"calme-2.2-llama3.1-70b",0.232050005110848,38,9,82,9,5
"NQLSG-Qwen2.5-14B-MegaFus",-0.861285967863792,87,51,99,54,37
"calme-2.3-llama3.1-70b",0.512968157163573,22,4,73,5,4
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.01890632596575,90,57,100,65,42
"orca_mini_v8_1_70b",2.53222439225577,1,1,3,1,1
"Apollo-70B",0.283575049837418,36,8,82,9,5
"ZYH-LLM-Qwen2.5-14B-V4",-0.30697696352198,69,23,94,25,13
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.03218550290054,91,63,100,66,42
"Progenitor-V1.1-LLaMa-70B",0.482776351324691,24,5,73,5,4
"70B-L3.3-Cirrus-x1",0.373494819616067,33,6,77,8,4
"magnum-v1-72b",-0.215169646263955,61,22,92,23,12
"magnum-72b-v1",-0.177429318281106,56,20,91,22,12
"lamarckvergence-14b-tenso",-1.11090151142693,93,67,100,73,45
"li-14b-v0.4-slerp0.1",-0.737506658983083,83,46,99,47,30
"miscii-14b-0218",-0.328994728518036,72,25,95,28,15
"Cheng-2",-0.0150541375736197,46,13,87,18,9
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.40189884477403,98,78,100,78,56
"Llama3.3-70B-CogniLink",0.416929196956784,27,5,77,6,4
"tempesthenno-ppo-ckpt40",-0.201871782117635,60,22,91,23,12
"RYS-Llama3.1-Large",0.936891085119464,11,3,42,3,2
"virtuoso-small-v2-tensopo",0.198811925753393,40,9,82,10,5
"Cheng-2-v1.1",-0.193304726746056,58,20,92,22,12
"RombosBeagle-v2beta-MGS-3",-1.04555794356041,92,59,100,66,43
"TheBeagle-v2beta-32B-MGS",-0.96579811724149,88,54,100,58,41
"lambda-qwen2.5-14b-dpo-te",0.0966752772664106,43,12,82,12,8
"tempesthenno-nuslerp-001",-0.314482314925007,71,25,94,30,15
"Qwen2.5-14B-1M-YOYO-V3",-0.222013980846809,62,21,92,23,12
"Josiefied-Qwen2.5-14B-Ins",-0.187343857642543,57,20,92,22,12
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.13042009815734,94,69,100,74,46
"Q2.5-Veltha-14B",0.127407631875899,42,12,82,12,7
"ECE-ILAB-Q1",-0.0936780716086281,53,19,87,20,10
"Virtuoso-Small-v2",-0.0514056139638561,48,15,87,19,9
"Qwen2.5-14B-YOYO-V4-p1",-0.234414793673262,64,22,92,23,12
"Chocolatine-14B-Instruct-",-1.90928634602581,100,88,100,90,78
