"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.700980032575428,81,55,100,55,49
"orca_mini_v8_1_70b",-0.376778911867078,66,46,94,49,35
"Apollo-70B",1.15739614329627,2,1,24,1,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.79193308463265,86,56,100,59,52
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.672715306894667,79,55,100,55,49
"Progenitor-V1.1-LLaMa-70B",0.234567324890263,42,14,63,16,13
"70B-L3.3-Cirrus-x1",0.500146588033708,29,8,51,10,1
"magnum-v1-72b",-0.239732093172965,56,38,86,41,30
"magnum-72b-v1",-0.20126581234517,55,36,84,38,29
"lamarckvergence-14b-tenso",-0.549283985366875,72,52,98,53,46
"li-14b-v0.4-slerp0.1",-0.909827559010644,90,64,100,66,55
"miscii-14b-0218",-0.576163387793848,75,52,98,53,47
"Cheng-2",-0.894849066313582,88,63,100,65,55
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.700285117013873,80,55,100,55,49
"Llama3.3-70B-CogniLink",0.389291525842083,33,13,54,14,5
"tempesthenno-ppo-ckpt40",-0.707615220121322,82,55,100,55,50
"RYS-Llama3.1-Large",-0.925812875966554,91,68,100,68,55
"virtuoso-small-v2-tensopo",-0.908817578237681,89,65,100,68,55
"Cheng-2-v1.1",-1.02203663535733,97,68,100,69,58
"RombosBeagle-v2beta-MGS-3",0.743859654806932,16,1,42,1,1
"TheBeagle-v2beta-32B-MGS",0.67121415851646,23,1,46,2,1
"lambda-qwen2.5-14b-dpo-te",-0.707849731837159,83,55,100,55,50
"tempesthenno-nuslerp-001",-0.712207569596853,84,55,100,55,52
"Qwen2.5-14B-1M-YOYO-V3",-1.25332462170528,100,79,100,79,69
"Josiefied-Qwen2.5-14B-Ins",-0.88979182376534,87,63,100,65,55
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.927053119752001,92,64,100,66,55
"Q2.5-Veltha-14B",-1.23944980907074,99,79,100,80,69
"ECE-ILAB-Q1",-0.494412237866968,69,49,97,52,43
"Virtuoso-Small-v2",-1.0001101178796,96,68,100,69,56
"Qwen2.5-14B-YOYO-V4-p1",-1.09397448167608,98,69,100,72,64
"Chocolatine-14B-Instruct-",-0.565043202243401,73,52,98,52,47
