"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"RombosBeagle-v2beta-MGS-3",0.0243244376722087,44,10,93,10,6
"TheBeagle-v2beta-32B-MGS",0.00726614791672064,47,10,93,13,6
"lambda-qwen2.5-14b-dpo-te",-0.0226040024928271,53,13,94,15,6
"tempesthenno-nuslerp-001",-0.388795873261191,85,37,100,40,24
"Qwen2.5-14B-1M-YOYO-V3",-0.442823890504046,91,40,100,46,29
"Josiefied-Qwen2.5-14B-Ins",-0.162290895690955,68,18,97,21,11
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.522225187670039,95,54,100,57,35
"Q2.5-Veltha-14B",-0.36919235479388,84,36,100,39,22
"ECE-ILAB-Q1",-0.322207863734092,78,29,100,35,18
"Virtuoso-Small-v2",-0.285407715409328,77,29,100,29,17
"Qwen2.5-14B-YOYO-V4-p1",-0.441890612983319,90,40,100,48,29
"Chocolatine-14B-Instruct-",-0.78275257560199,99,77,100,78,66
