"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-2.2-rys-78b",1.22017938285324,30,12,56,12,10
"MG-FinalMix-72B",0.0461848799898128,55,35,71,35,18
"EVA-Qwen2.5-72B-v0.2",2.04370978860264,13,8,34,8,2
"Qwen2-72B-Orpo-v0.1",0.139225306860954,49,32,70,35,18
"RYS-XLarge-base",0.189424585167703,47,31,70,33,17
"calme-2.2-qwen2-72b",-0.429739601010854,65,42,80,42,30
"Arcee-Nova",-0.0460097309872243,58,35,72,37,18
"L3.3-MS-Nevoria-70b",1.73579541106796,17,9,41,9,6
"Set-70b",1.55194453182799,19,10,46,11,8
"QwentileSwap",1.32828406057455,29,12,48,12,9
"li-14b-v0.4",-3.44336581086223,96,81,100,81,42
"tempmotacilla-cinerea-030",-2.35934460207409,84,71,100,71,44
"L3.3-Nevoria-R1-70b",1.51224991200218,21,10,46,11,8
"Qwen2-72B-Instruct",-0.30688291634752,62,40,80,42,28
"Galactic-Qwen-14B-Exp2",1.55840158484082,18,11,41,11,8
"BigQwen2.5-52B-Instruct",0.0994517915735029,51,32,71,35,18
"Llama-3.1-SauerkrautLM-70",-0.885034054363696,70,47,91,49,35
"Llama-3.1-70B-Instruct",-1.62199465668576,77,66,100,70,42
"Dracarys-72B-Instruct",0.181013207482638,48,31,70,33,17
"Linkbricks-Horizon-AI-Ave.5",0.109316263352922,50,32,71,35,18
"Lamarckvergence-14B",-2.1218672222497,81,70,100,71,44
"Lix-14B-v0.1",-1.63281199139975,78,68,100,70,42
"calme-2.2-llama3.1-70b",-1.61527647609722,76,65,100,68,42
"NQLSG-Qwen2.5-14B-MegaFus",-2.79118711507168,87,74,100,75,44
"calme-2.3-llama3.1-70b",-1.60464692407174,75,65,100,69,42
"NQLSG-Qwen2.5-14B-MegaFus.1",-2.50383169017691,86,71,100,73,45
"orca_mini_v8_1_70b",0.864765413474838,37,13,69,13,12
"Apollo-70B",1.09568778379231,33,12,64,12,11
"ZYH-LLM-Qwen2.5-14B-V4",-3.54300448728222,100,81,100,81,41
"NQLSG-Qwen2.5-14B-MegaFus.2",-2.91079616504581,91,74,100,77,44
"Progenitor-V1.1-LLaMa-70B",1.5400635197477,20,10,46,11,8
"70B-L3.3-Cirrus-x1",1.49079331282986,22,10,46,11,9
"magnum-v1-72b",0.504631878000213,42,22,69,27,14
"magnum-72b-v1",0.490188825370362,43,22,69,28,14
"lamarckvergence-14b-tenso",-2.4316572629868,85,71,100,72,44
"li-14b-v0.4-slerp0.1",-2.26853528951269,82,71,100,71,44
"miscii-14b-0218",-1.2046951009593,71,59,100,60,38
"Cheng-2",-3.27252539595436,94,81,100,81,42
"NQLSG-Qwen2.5-14B-MegaFus.3",-3.45198287385216,97,81,100,81,42
"Llama3.3-70B-CogniLink",0.917145860058842,36,12,69,13,12
"tempesthenno-ppo-ckpt40",-1.56190571972452,74,65,100,68,42
"RYS-Llama3.1-Large",-1.2910064129812,72,61,100,62,39
"virtuoso-small-v2-tensopo",-2.86144497859359,89,74,100,76,44
"Cheng-2-v1.1",-3.26629151633829,93,81,100,81,42
"RombosBeagle-v2beta-MGS-3",1.42294401486204,26,11,46,12,9
"TheBeagle-v2beta-32B-MGS",1.46852099328753,24,11,46,11,9
"lambda-qwen2.5-14b-dpo-te",-2.88205974284975,90,74,100,78,44
"tempesthenno-nuslerp-001",-1.72334055256226,80,70,100,70,42
"Qwen2.5-14B-1M-YOYO-V3",-3.52558013968711,99,81,100,81,41
"Josiefied-Qwen2.5-14B-Ins",-3.37298776216628,95,81,100,81,42
"NQLSG-Qwen2.5-14B-MegaFus.4",-3.50749429448391,98,81,100,81,41
"Q2.5-Veltha-14B",-2.34786439350648,83,71,100,71,44
"ECE-ILAB-Q1",-0.15040393283418,60,37,74,38,22
"Virtuoso-Small-v2",-2.84550822803489,88,74,100,75,44
"Qwen2.5-14B-YOYO-V4-p1",-3.24302389474986,92,81,100,81,42
"Chocolatine-14B-Instruct-",-1.67284877583578,79,66,100,70,42
