"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-2.1-qwen2-72b",0.13997969197072,47,17,74,18,14
"calme-2.2-rys-78b",-0.0128986319036501,52,20,77,22,17
"MG-FinalMix-72B",-0.0793038874750858,56,23,80,23,17
"EVA-Qwen2.5-72B-v0.2",0.279570511897698,41,17,69,17,13
"Qwen2-72B-Orpo-v0.1",-0.276175608399368,60,35,82,37,20
"RYS-XLarge-base",-0.0667456888383891,54,22,78,23,17
"calme-2.2-qwen2-72b",-0.279792215225078,61,35,82,38,20
"Arcee-Nova",-0.423228457198466,67,42,86,47,23
"L3.3-MS-Nevoria-70b",-0.792175232064363,79,57,97,58,47
"Set-70b",-0.537824673958007,72,47,90,48,33
"QwentileSwap",0.533798137775213,23,13,58,13,10
"li-14b-v0.4",-0.973164025451839,82,59,98,59,48
"tempmotacilla-cinerea-030",-0.883148587383244,81,57,98,58,47
"L3.3-Nevoria-R1-70b",-1.28463208278171,90,73,98,75,59
"Qwen2-72B-Instruct",-0.25228517360573,59,35,82,37,20
"Galactic-Qwen-14B-Exp2",0.0622176743244669,49,19,75,20,16
"BigQwen2.5-52B-Instruct",0.245553779462933,44,17,67,17,13
"Llama-3.1-SauerkrautLM-70",0.644395754990478,21,11,56,12,9
"Llama-3.1-70B-Instruct",0.356961306609416,37,14,65,16,12
"Dracarys-72B-Instruct",-0.416896523835633,66,42,86,45,23
"Linkbricks-Horizon-AI-Ave.5",0.424203027491028,34,14,59,16,11
"Lamarckvergence-14B",-1.51443573892924,95,77,100,79,65
"Lix-14B-v0.1",-1.25684664128225,89,72,98,73,58
"calme-2.2-llama3.1-70b",0.297796049871637,40,16,69,17,12
"NQLSG-Qwen2.5-14B-MegaFus",-1.11500504876409,85,66,98,66,53
"calme-2.3-llama3.1-70b",0.303269690291039,39,16,69,17,12
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.42156802243072,93,75,100,76,61
"orca_mini_v8_1_70b",-0.163902177863223,58,22,82,23,18
"Apollo-70B",-2.39844154665458,100,96,100,98,82
"ZYH-LLM-Qwen2.5-14B-V4",-0.449653093066487,69,39,90,42,23
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.58398489967704,96,79,100,81,66
"Progenitor-V1.1-LLaMa-70B",-1.04775671437716,83,65,98,66,51
"70B-L3.3-Cirrus-x1",-1.10890975407937,84,66,98,68,53
"magnum-v1-72b",-0.314560329728576,63,37,83,39,20
"magnum-72b-v1",-0.321999874762571,64,38,83,40,20
"lamarckvergence-14b-tenso",-1.59339039468412,97,79,100,81,66
"li-14b-v0.4-slerp0.1",-1.20569391068325,87,70,98,72,57
"miscii-14b-0218",-1.41801904191075,92,75,100,76,60
"Cheng-2",-0.586557018315376,74,47,95,47,35
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.67845124060364,98,81,100,82,70
"Llama3.3-70B-CogniLink",-2.29265297740141,99,92,100,94,81
"tempesthenno-ppo-ckpt40",-1.24461806948148,88,71,98,73,58
"RYS-Llama3.1-Large",0.0344076500536268,50,18,78,20,17
"virtuoso-small-v2-tensopo",-0.359905072001432,65,35,87,39,22
"Cheng-2-v1.1",-0.621856097939327,75,47,97,48,37
"RombosBeagle-v2beta-MGS-3",0.237429891412623,45,17,71,17,13
"TheBeagle-v2beta-32B-MGS",0.235962001712783,46,17,71,17,13
"lambda-qwen2.5-14b-dpo-te",-0.79450029509825,80,50,98,51,47
"tempesthenno-nuslerp-001",-1.18136287979256,86,68,98,71,57
"Qwen2.5-14B-1M-YOYO-V3",-0.484873624904605,70,39,91,47,27
"Josiefied-Qwen2.5-14B-Ins",-0.697628050239218,76,48,98,48,39
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.38297051393275,91,73,100,75,59
"Q2.5-Veltha-14B",-0.445081173650348,68,39,90,42,23
"ECE-ILAB-Q1",-0.731085440204794,77,53,95,56,41
"Virtuoso-Small-v2",-0.496686454435717,71,41,93,47,28
"Qwen2.5-14B-YOYO-V4-p1",-0.742402147320512,78,48,98,51,42
"Chocolatine-14B-Instruct-",-1.50337073133285,94,77,100,81,65
