"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"L3.3-MS-Nevoria-70b",-1.2307500696691,79,57,98,59,45
"Set-70b",-1.64751833466867,93,68,99,69,50
"QwentileSwap",0.976540849311659,31,6,47,7,3
"li-14b-v0.4",0.0247390553729772,48,35,75,35,26
"tempmotacilla-cinerea-030",0.144675499596816,45,30,70,31,18
"L3.3-Nevoria-R1-70b",-0.60771017455657,65,44,93,45,37
"Qwen2-72B-Instruct",-1.14959686712397,77,55,98,55,44
"Galactic-Qwen-14B-Exp2",-0.453311848931448,62,40,94,41,36
"BigQwen2.5-52B-Instruct",0.727087467791733,36,10,50,10,6
"Llama-3.1-SauerkrautLM-70",-1.89198852961648,96,71,100,72,55
"Llama-3.1-70B-Instruct",-1.94897875962364,98,72,100,75,55
"Dracarys-72B-Instruct",-1.3935877876368,86,63,99,64,48
"Linkbricks-Horizon-AI-Ave.5",1.50457470137352,10,1,37,1,1
"Lamarckvergence-14B",-0.0809010516842785,49,35,76,36,28
"Lix-14B-v0.1",-0.328461842196031,55,40,86,41,35
"calme-2.2-llama3.1-70b",-0.971824782267864,74,49,98,50,41
"NQLSG-Qwen2.5-14B-MegaFus",0.131485488880834,46,30,71,33,18
"calme-2.3-llama3.1-70b",-1.73226679191231,94,69,99,71,50
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.384160110726238,58,40,88,41,35
"orca_mini_v8_1_70b",-3.81234632107053,100,99,100,99,65
"Apollo-70B",0.270233045843672,43,28,67,30,13
"ZYH-LLM-Qwen2.5-14B-V4",-0.360751115006623,57,39,90,40,35
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.182706966684503,52,37,79,38,30
"Progenitor-V1.1-LLaMa-70B",-1.55348967102597,91,66,99,68,49
"70B-L3.3-Cirrus-x1",-1.78100079256574,95,70,99,71,51
"magnum-v1-72b",-1.26521748864035,82,59,98,61,45
"magnum-72b-v1",-1.28072167517631,83,59,98,60,45
"lamarckvergence-14b-tenso",-0.645413691725877,66,43,95,45,38
"li-14b-v0.4-slerp0.1",-0.336148286757172,56,40,86,41,35
"miscii-14b-0218",-0.509399278815147,63,41,93,41,36
"Cheng-2",-0.204313186474148,54,36,85,37,31
"NQLSG-Qwen2.5-14B-MegaFus.3",0.0881263008996913,47,31,71,35,21
"Llama3.3-70B-CogniLink",-1.90873292970269,97,69,100,71,55
"tempesthenno-ppo-ckpt40",-0.968119550388784,72,49,98,50,41
"RYS-Llama3.1-Large",-2.61138823190407,99,88,100,91,64
"virtuoso-small-v2-tensopo",-1.44421552661927,87,59,99,63,48
"Cheng-2-v1.1",-0.429044760162249,59,40,91,41,35
"RombosBeagle-v2beta-MGS-3",1.27812628052786,22,3,40,3,1
"TheBeagle-v2beta-32B-MGS",1.2230709296129,26,3,42,3,1
"lambda-qwen2.5-14b-dpo-te",-0.16313279978133,50,36,83,37,30
"tempesthenno-nuslerp-001",-1.05046639108199,76,50,98,51,42
"Qwen2.5-14B-1M-YOYO-V3",-0.449278698908496,61,41,91,41,36
"Josiefied-Qwen2.5-14B-Ins",-0.204313186474147,53,36,85,37,31
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.444521155817061,60,41,91,41,36
"Q2.5-Veltha-14B",-0.881619232016783,71,48,98,49,41
"ECE-ILAB-Q1",-1.50510240195603,89,65,99,67,49
"Virtuoso-Small-v2",-1.33714533141432,85,57,99,59,47
"Qwen2.5-14B-YOYO-V4-p1",-0.676490027788339,67,43,97,45,39
"Chocolatine-14B-Instruct-",0.49709724434797,40,18,58,21,9
