"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"ultiima-72B-v1.5",-0.259546923479426,69,23,100,24,14
"sky-t1-coder-32b-flash",-0.0356232049601162,47,12,97,15,8
"Llama-3.3-70B-Instruct",0.0721691352262015,35,8,95,8,5
"RomboUltima-32B",-0.409660292872293,79,30,100,32,21
"calme-2.1-rys-78b",-0.0326796577214981,46,12,97,15,8
"calme-2.3-rys-78b",0.0664725899745551,37,8,95,8,6
"calme-2.1-qwen2-72b",-0.0438073254125153,48,12,98,15,8
"calme-2.2-rys-78b",0.0706261123906562,36,8,95,9,5
"MG-FinalMix-72B",-0.263485362189483,70,24,100,25,14
"EVA-Qwen2.5-72B-v0.2",-0.280170809709255,71,23,100,24,15
"Qwen2-72B-Orpo-v0.1",-0.432528264722416,84,32,100,32,21
"RYS-XLarge-base",-0.643914379884572,98,46,100,52,31
"calme-2.2-qwen2-72b",-0.174498364011205,59,21,99,21,9
"Arcee-Nova",-0.197880899177574,61,21,99,23,10
"L3.3-MS-Nevoria-70b",-0.218448032851685,64,21,100,23,10
"Set-70b",-0.202510361794288,62,18,100,22,10
"QwentileSwap",-0.794481907525848,99,60,100,68,39
"li-14b-v0.4",0.0186415447180441,39,10,95,12,6
"tempmotacilla-cinerea-030",0.263296005759507,24,6,73,6,5
"L3.3-Nevoria-R1-70b",-0.00942172197028235,43,10,97,12,6
"Qwen2-72B-Instruct",-0.386756302206553,77,30,100,32,21
"Galactic-Qwen-14B-Exp2",-0.824934081513167,100,58,100,67,40
"BigQwen2.5-52B-Instruct",-0.475256287157691,86,32,100,39,23
"Llama-3.1-SauerkrautLM-70",-0.311475032505556,73,24,100,24,15
"Llama-3.1-70B-Instruct",-0.0658325584359578,51,12,98,15,8
"Dracarys-72B-Instruct",-0.475938319533557,87,32,100,36,23
"Linkbricks-Horizon-AI-Ave.5",-0.350609006809542,75,29,100,30,17
"Lamarckvergence-14B",-0.204183559006785,63,21,99,23,10
"Lix-14B-v0.1",-0.224838709186612,66,22,100,23,10
"calme-2.2-llama3.1-70b",-0.229433073976135,67,21,100,23,11
"NQLSG-Qwen2.5-14B-MegaFus",-0.117663188455454,52,17,98,21,8
"calme-2.3-llama3.1-70b",-0.241405015789911,68,23,100,24,12
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.494273424861271,88,35,100,39,24
"orca_mini_v8_1_70b",0.577399050431743,10,3,47,3,3
"Apollo-70B",0.477615665849957,16,5,53,5,3
"ZYH-LLM-Qwen2.5-14B-V4",-0.0138586432501833,44,11,95,15,7
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.341920513136856,74,29,100,30,17
"Progenitor-V1.1-LLaMa-70B",-0.370907999394042,76,26,100,30,18
"70B-L3.3-Cirrus-x1",-0.410842923521173,81,30,100,31,21
"magnum-v1-72b",-0.541589043471496,94,38,100,40,24
"magnum-72b-v1",-0.509328181253276,90,35,100,39,24
"lamarckvergence-14b-tenso",-0.609352272377802,96,41,100,49,30
"li-14b-v0.4-slerp0.1",-0.30493304380662,72,24,100,26,15
"miscii-14b-0218",-0.120942683451862,53,17,98,18,8
"Cheng-2",0.324547827802987,23,5,70,6,4
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.411688544569165,82,31,100,32,21
"Llama3.3-70B-CogniLink",-0.142315679427116,54,16,98,21,8
"tempesthenno-ppo-ckpt40",-0.167041787309665,58,21,98,21,8
"RYS-Llama3.1-Large",-0.0211337748368328,45,10,97,14,7
"virtuoso-small-v2-tensopo",-0.0657532952710813,50,15,98,16,8
"Cheng-2-v1.1",0.0925613754494177,32,8,89,8,5
"RombosBeagle-v2beta-MGS-3",-0.520108469688713,92,32,100,39,24
"TheBeagle-v2beta-32B-MGS",-0.542628195350098,95,39,100,40,24
"lambda-qwen2.5-14b-dpo-te",0.429969396952956,20,5,54,5,3
"tempesthenno-nuslerp-001",-0.219797078460469,65,23,100,23,10
"Qwen2.5-14B-1M-YOYO-V3",-0.00748796239540539,42,10,96,14,6
"Josiefied-Qwen2.5-14B-Ins",0.179529330561066,30,8,79,8,5
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.51039117658675,91,37,100,39,24
"Q2.5-Veltha-14B",0.00277016214271342,40,10,95,14,6
"ECE-ILAB-Q1",-0.62145499610665,97,41,100,52,30
"Virtuoso-Small-v2",-0.164515773131145,57,21,98,22,8
"Qwen2.5-14B-YOYO-V4-p1",-0.0558990051553692,49,15,98,16,8
"Chocolatine-14B-Instruct-",-0.536123290047319,93,39,100,40,24
