"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"magnum-72b-v1",-0.6814951008125,57,22,100,24,7
"lamarckvergence-14b-tenso",-2.1197791791441,75,44,100,44,5
"li-14b-v0.4-slerp0.1",-3.08798291367638,93,49,100,61,1
"miscii-14b-0218",-2.71735688175902,88,47,100,48,2
"Cheng-2",-4.85152137650199,98,76,100,81,1
"NQLSG-Qwen2.5-14B-MegaFus.3",-2.49051115128158,83,44,100,47,3
"Llama3.3-70B-CogniLink",0.702666102599913,39,14,100,15,7
"tempesthenno-ppo-ckpt40",-2.29831203639364,77,44,100,44,3
"RYS-Llama3.1-Large",-2.06040918970903,74,44,100,44,5
"virtuoso-small-v2-tensopo",-2.31585205726344,78,44,100,44,3
"Cheng-2-v1.1",-5.20021997883607,99,81,100,87,1
"RombosBeagle-v2beta-MGS-3",4.09399333994354,9,2,40,3,1
"TheBeagle-v2beta-32B-MGS",4.18930351974786,8,2,38,3,1
"lambda-qwen2.5-14b-dpo-te",-4.12637807011675,96,72,100,72,1
"tempesthenno-nuslerp-001",-2.65931439746744,87,47,100,49,2
"Qwen2.5-14B-1M-YOYO-V3",-4.12696115703882,97,69,100,72,1
"Josiefied-Qwen2.5-14B-Ins",-3.8023259078299,95,71,100,72,1
"NQLSG-Qwen2.5-14B-MegaFus.4",-2.71889512221242,90,48,100,53,2
"Q2.5-Veltha-14B",-2.90545367930275,91,48,100,53,2
"ECE-ILAB-Q1",0.738620388656123,38,14,100,15,7
"Virtuoso-Small-v2",-2.71889512221205,89,48,100,53,2
"Qwen2.5-14B-YOYO-V4-p1",-5.20021997884952,100,81,100,88,1
"Chocolatine-14B-Instruct-",-2.33187690905658,79,44,100,44,3
