"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"ultiima-32B",0.213621721567139,34,17,60,17,15
"RYS-XLarge",-0.0172618465109151,46,26,74,28,19
"Qwen2.5-95B-Instruct",0.171351462598624,36,17,63,19,16
"ultiima-72B-v1.5",0.701806362496392,16,3,32,3,2
"sky-t1-coder-32b-flash",0.0714869140905305,42,21,69,25,17
"Llama-3.3-70B-Instruct",-0.177796123469803,54,30,91,32,26
"RomboUltima-32B",-0.0767252944435519,48,28,77,28,21
"calme-2.1-rys-78b",0.112399227761735,41,19,64,23,16
"calme-2.3-rys-78b",0.270663892746205,31,16,57,16,11
"calme-2.1-qwen2-72b",-0.102581690829797,50,28,81,28,25
"calme-2.2-rys-78b",0.13229029273893,39,19,64,20,16
"MG-FinalMix-72B",-0.2349692678057,60,34,95,36,28
"EVA-Qwen2.5-72B-v0.2",0.310462799575633,29,16,53,16,10
"Qwen2-72B-Orpo-v0.1",-0.297014957099472,63,37,95,41,28
"RYS-XLarge-base",-0.360106594693022,65,42,96,43,32
"calme-2.2-qwen2-72b",-0.222996369469708,59,33,95,35,28
"Arcee-Nova",-0.217035812929756,58,33,95,35,28
"L3.3-MS-Nevoria-70b",-0.190827563333665,57,30,95,33,26
"Set-70b",-0.185565420127689,56,30,93,32,26
"QwentileSwap",0.0471799569943774,43,25,70,26,17
"li-14b-v0.4",-0.602932164215164,84,51,100,53,45
"tempmotacilla-cinerea-030",-0.386260832493031,68,42,97,44,33
"L3.3-Nevoria-R1-70b",-0.154917792799423,53,30,87,31,26
"Qwen2-72B-Instruct",-0.319094963556873,64,38,95,41,30
"Galactic-Qwen-14B-Exp2",-0.128722168701292,51,28,84,30,26
"BigQwen2.5-52B-Instruct",0.00830434649806966,45,26,72,26,18
"Llama-3.1-SauerkrautLM-70",-0.363363076047833,66,42,97,43,32
"Llama-3.1-70B-Instruct",-0.441187559524797,72,45,99,46,36
"Dracarys-72B-Instruct",-0.368175233490716,67,42,97,43,32
"Linkbricks-Horizon-AI-Ave.5",0.127407697310105,40,19,64,20,16
"Lamarckvergence-14B",-0.67635055352525,94,58,100,61,47
"Lix-14B-v0.1",-0.569930453813002,80,50,100,53,43
"calme-2.2-llama3.1-70b",-0.432377848852775,71,45,99,46,36
"NQLSG-Qwen2.5-14B-MegaFus",-0.58884651087132,83,51,100,54,44
"calme-2.3-llama3.1-70b",-0.50596138966593,76,47,100,48,41
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.837731795175242,96,65,100,68,57
"orca_mini_v8_1_70b",-0.180902066176262,55,30,92,32,26
"Apollo-70B",-0.139003055801102,52,28,87,30,26
"ZYH-LLM-Qwen2.5-14B-V4",-0.583219465172491,82,50,100,52,44
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.846337626353253,97,66,100,70,58
"Progenitor-V1.1-LLaMa-70B",-0.391857230801511,69,42,97,44,34
"70B-L3.3-Cirrus-x1",-0.414777895877456,70,43,99,45,35
"magnum-v1-72b",-0.285578863337619,62,37,95,38,28
"magnum-72b-v1",-0.273458260232422,61,36,95,37,28
"lamarckvergence-14b-tenso",-0.912888107956644,98,71,100,73,61
"li-14b-v0.4-slerp0.1",-0.673242253781961,93,58,100,60,47
"miscii-14b-0218",-0.565539678354961,79,50,100,51,43
"Cheng-2",-0.468077296036578,74,45,100,47,37
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.918900132957991,99,70,100,73,61
"Llama3.3-70B-CogniLink",-0.620777277351949,86,51,100,54,45
"tempesthenno-ppo-ckpt40",-0.640720532932714,88,54,100,58,46
"RYS-Llama3.1-Large",-0.496887358269651,75,47,100,48,40
"virtuoso-small-v2-tensopo",-0.621110010811677,87,53,100,54,45
"Cheng-2-v1.1",-0.563432869264703,78,50,100,51,43
"RombosBeagle-v2beta-MGS-3",0.145305322978562,37,19,64,19,16
"TheBeagle-v2beta-32B-MGS",0.132481484867427,38,19,64,19,16
"lambda-qwen2.5-14b-dpo-te",-0.461232122949855,73,45,100,46,37
"tempesthenno-nuslerp-001",-0.650851939253065,90,55,100,59,46
"Qwen2.5-14B-1M-YOYO-V3",-0.614595440737928,85,51,100,54,45
"Josiefied-Qwen2.5-14B-Ins",-0.570279190544191,81,50,100,51,43
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.950814364791371,100,73,100,75,63
"Q2.5-Veltha-14B",-0.54460237770529,77,48,100,51,42
"ECE-ILAB-Q1",-0.646275840500612,89,57,100,59,46
"Virtuoso-Small-v2",-0.657741918295881,91,55,100,58,47
"Qwen2.5-14B-YOYO-V4-p1",-0.669155320510091,92,54,100,58,47
"Chocolatine-14B-Instruct-",-0.688223830804217,95,58,100,61,48
