"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"miscii-14b-0218",-0.534946649892736,86,54,100,57,46
"Cheng-2",-0.475116777555496,83,49,100,52,42
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.62040151612819,94,60,100,61,50
"Llama3.3-70B-CogniLink",-0.128471030345955,57,31,90,33,20
"tempesthenno-ppo-ckpt40",-0.491249359680885,84,51,100,54,42
"RYS-Llama3.1-Large",-0.352305460940258,71,43,100,46,34
"virtuoso-small-v2-tensopo",-0.398799377908357,77,46,100,47,36
"Cheng-2-v1.1",-0.606536094409276,93,58,100,60,49
"RombosBeagle-v2beta-MGS-3",0.33352696115869,29,5,56,6,3
"TheBeagle-v2beta-32B-MGS",0.338354303432169,28,6,55,6,3
"lambda-qwen2.5-14b-dpo-te",-0.379538350928894,75,45,100,46,36
"tempesthenno-nuslerp-001",-0.572460350011779,89,57,100,60,47
"Qwen2.5-14B-1M-YOYO-V3",-0.632663139425726,95,60,100,61,50
"Josiefied-Qwen2.5-14B-Ins",-0.465587742033274,82,49,100,51,42
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.731889152568889,99,66,100,69,57
"Q2.5-Veltha-14B",-0.497337070843814,85,52,100,54,44
"ECE-ILAB-Q1",-0.261941683421859,67,37,97,41,31
"Virtuoso-Small-v2",-0.546940139170759,87,55,100,57,46
"Qwen2.5-14B-YOYO-V4-p1",-0.696320080993539,97,62,100,66,55
"Chocolatine-14B-Instruct-",-0.795350982774661,100,69,100,73,61
