"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Lix-14B-v0.1",-1.09523579210059,89,74,100,75,70
"calme-2.2-llama3.1-70b",-0.269551464421537,67,40,79,41,29
"NQLSG-Qwen2.5-14B-MegaFus",-1.14574185307075,93,74,100,77,71
"calme-2.3-llama3.1-70b",-0.0844229493151234,56,27,76,29,23
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.22316123244594,95,77,100,77,72
"orca_mini_v8_1_70b",0.211587809345019,43,14,71,15,12
"Apollo-70B",-0.0292069034679474,50,24,76,27,18
"ZYH-LLM-Qwen2.5-14B-V4",-0.8059194209926,78,64,99,66,54
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.3467145118523,97,77,100,78,74
"Progenitor-V1.1-LLaMa-70B",0.265554697453105,40,13,68,14,12
"70B-L3.3-Cirrus-x1",0.28817865301717,39,12,66,13,12
"magnum-v1-72b",-0.137229299894719,61,31,76,35,23
"magnum-72b-v1",-0.125721012811026,59,31,76,32,23
"lamarckvergence-14b-tenso",-1.16651882402982,94,77,100,77,72
"li-14b-v0.4-slerp0.1",-1.33116832858201,96,77,100,78,73
"miscii-14b-0218",-1.05192480975924,87,72,100,74,69
"Cheng-2",-1.01656817632134,85,72,100,72,66
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.50444504927439,99,80,100,80,77
"Llama3.3-70B-CogniLink",-0.0825554507511335,55,27,76,29,22
"tempesthenno-ppo-ckpt40",-0.928442948740826,80,72,99,72,64
"RYS-Llama3.1-Large",-0.115177246765141,58,29,76,30,23
"virtuoso-small-v2-tensopo",-0.584558336344879,75,49,95,54,47
"Cheng-2-v1.1",-1.07826745803629,88,72,100,72,70
"RombosBeagle-v2beta-MGS-3",0.424459442367929,29,12,56,12,10
"TheBeagle-v2beta-32B-MGS",0.44828091590147,27,12,54,12,10
"lambda-qwen2.5-14b-dpo-te",-0.966767136340293,81,71,100,72,64
"tempesthenno-nuslerp-001",-0.971638335141789,82,72,99,72,64
"Qwen2.5-14B-1M-YOYO-V3",-1.09742176504706,90,72,100,72,70
"Josiefied-Qwen2.5-14B-Ins",-1.03386879208542,86,72,100,72,67
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.43773200450258,98,78,100,80,77
"Q2.5-Veltha-14B",-0.814453414356329,79,64,99,67,55
"ECE-ILAB-Q1",-0.111910198737458,57,30,76,31,23
"Virtuoso-Small-v2",-0.764604865135705,77,64,98,64,50
"Qwen2.5-14B-YOYO-V4-p1",-1.10802729887499,91,72,100,73,71
"Chocolatine-14B-Instruct-",-1.65670575907497,100,87,100,89,78
