"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-2.1-rys-78b",0.744146361408851,35,19,57,19,14
"calme-2.3-rys-78b",0.742093782199668,36,19,57,19,14
"calme-2.1-qwen2-72b",0.617846363111477,45,25,66,25,19
"calme-2.2-rys-78b",0.523187629952676,55,31,73,31,24
"MG-FinalMix-72B",0.652414900817322,41,23,63,24,19
"EVA-Qwen2.5-72B-v0.2",0.860957634018974,27,13,51,14,11
"Qwen2-72B-Orpo-v0.1",0.637209544070262,42,24,64,25,19
"RYS-XLarge-base",0.558039862110677,52,29,71,30,23
"calme-2.2-qwen2-72b",0.433107718752016,60,38,78,40,30
"Arcee-Nova",0.546151571951312,53,30,72,31,23
"L3.3-MS-Nevoria-70b",0.442282598395944,58,38,78,38,30
"Set-70b",0.537603420751553,54,30,72,31,23
"QwentileSwap",0.598307149525903,48,25,68,26,21
"li-14b-v0.4",-0.127238626559224,112,79,190,79,73
"tempmotacilla-cinerea-030",-0.118560482412257,109,79,186,79,73
"L3.3-Nevoria-R1-70b",0.599338081727913,47,25,68,26,21
"Qwen2-72B-Instruct",0.270467661708722,72,53,99,55,41
"Galactic-Qwen-14B-Exp2",0.58319456637943,50,26,69,29,23
"BigQwen2.5-52B-Instruct",0.234724564798643,73,55,103,57,43
"Llama-3.1-SauerkrautLM-70",0.102722142175208,82,62,123,64,57
"Llama-3.1-70B-Instruct",-0.0401348767101575,103,73,171,75,65
"Dracarys-72B-Instruct",0.353372940944164,64,42,85,46,35
"Linkbricks-Horizon-AI-Ave...65",0.29248230315119,70,50,98,52,40
"Lamarckvergence-14B",-0.1096806109712,107,77,186,79,72
"Lix-14B-v0.1",-0.145907239319246,114,79,190,81,73
"calme-2.2-llama3.1-70b",0.0645441576048635,86,65,140,67,58
"NQLSG-Qwen2.5-14B-MegaFus...69",-0.162970375860316,120,79,197,82,75
"calme-2.3-llama3.1-70b",-0.074700478968488,104,75,179,76,69
"NQLSG-Qwen2.5-14B-MegaFus...71",-0.202170385447159,134,85,203,86,76
"orca_mini_v8_1_70b",0.0394637801799145,89,67,145,68,61
"Apollo-70B",0.489190307669073,57,35,75,35,25
"ZYH-LLM-Qwen2.5-14B-V4",-0.201819022929414,133,83,203,86,76
"NQLSG-Qwen2.5-14B-MegaFus...75",-0.286016707030645,152,99,217,100,82
"Progenitor-V1.1-LLaMa-70B",0.375409725779981,62,41,85,42,35
"70B-L3.3-Cirrus-x1",0.232447904288657,74,55,103,57,43
"magnum-v1-72b",0.305731857678974,69,50,95,52,40
"magnum-72b-v1",0.314559335692281,68,47,92,51,39
"lamarckvergence-14b-tenso",-0.19141509579064,129,84,201,86,76
"li-14b-v0.4-slerp0.1",-0.282824439296134,150,99,215,100,82
"miscii-14b-0218",-0.148852089441548,115,79,191,81,73
"Cheng-2",-0.29781519411205,156,99,220,100,84
"NQLSG-Qwen2.5-14B-MegaFus...84",-0.407960245048033,187,108,239,113,100
"Llama3.3-70B-CogniLink",0.0940468928177576,83,62,131,64,58
"tempesthenno-ppo-ckpt40",-0.176181399206101,123,81,198,86,75
"RYS-Llama3.1-Large",-0.116329432268037,108,78,189,79,72
"virtuoso-small-v2-tensopo",-0.187185479253492,127,83,200,86,76
"Cheng-2-v1.1",-0.362461366051366,177,104,232,105,94
"RombosBeagle-v2beta-MGS-3",0.793899134496368,31,18,56,18,13
"TheBeagle-v2beta-32B-MGS...91",0.789322853039071,32,18,56,18,13
"lambda-qwen2.5-14b-dpo-te",-0.342038834495428,172,104,230,104,88
"tempesthenno-nuslerp-001",-0.213185381421427,136,86,203,88,78
"Qwen2.5-14B-1M-YOYO-V3",-0.466013431840768,198,120,242,126,104
"Josiefied-Qwen2.5-14B-Ins",-0.408830057245663,188,105,239,113,100
"NQLSG-Qwen2.5-14B-MegaFus...96",-0.442397010554675,194,115,240,122,104
"Q2.5-Veltha-14B",-0.32258139766147,167,103,223,104,86
"ECE-ILAB-Q1",0.177438316208941,77,58,104,60,52
"Virtuoso-Small-v2",-0.271201742682943,148,96,213,99,81
"Qwen2.5-14B-YOYO-V4-p1",-0.412782496820727,189,108,239,113,100
"Chocolatine-14B-Instruct-",-0.325653100303535,169,104,223,104,86
"miscii-14b-1028",-0.478577226741569,200,124,244,135,105
"miscii-14b-1225",-0.234355156122747,143,88,210,93,79
"Llama-3.1-Tulu-3-70B...104",-0.0285938756224859,102,73,170,73,64
"Sombrero-Opus-14B-Elite5",-0.51522351519198,205,139,248,144,109
"Qwen2.5-14B-YOYO-V4",-0.516286321033705,206,136,248,144,109
"Qwen2.5-72B-2x-Instruct-T",0.281792051461385,71,51,99,53,41
"Llama-3.1-Tulu-3-70B-DPO",-0.0215339873209817,101,73,164,73,64
"Thalassic-Alpha-LLaMa-70B",0.34145675864946,65,43,87,47,38
"Equuleus-Opus-14B-Exp",0.0198428213627535,96,69,148,71,62
"Rombos-LLM-V2.6-Qwen-14b",-0.514468432553964,204,137,248,144,109
"tempesthenno-sft-0309-ckp",-0.322371570155827,166,103,223,104,86
"EVA-abliterated-TIES-Qwen",-0.52701127712862,210,142,248,145,113
"tempesthenno-fusion-0309",-0.305890106612488,159,100,221,103,86
"LamarckInfusion-14B-v2",0.208434137112504,75,57,104,58,48
"Smaug-Qwen2-72B-Instruct",-0.362279705815333,176,105,231,105,94
"LamarckInfusion-14B-v1",0.125105611003847,79,62,120,62,57
"Rombos-LLM-V2.6-Nemotron-",0.029843301749545,94,68,147,70,62
"Fugazi14b",-0.134696493564089,113,79,190,79,73
"QWEN-14B-B100",-0.59127417284432,219,153,248,163,129
"Saka-14B",0.0908167107367963,84,62,131,64,58
"tempestissimo-14b-0309",-0.371302423563181,181,105,232,105,96
"tempesthenno-sft-0314-sta",-0.246142134160641,144,88,210,98,79
"Sombrero-Opus-14B-Elite6",0.0356744271991842,90,68,144,70,61
"Qwen2.5-14B-YOYO-latest-V",-0.639525709753325,229,172,249,175,144
"Tsunami-1.0-14B-Instruct",-0.516675058813755,207,141,247,145,110
"Rune-14b",-0.195962156608728,130,86,201,87,76
"tempesthenno-kto-0205-ckp",-0.453919416332485,195,120,241,126,104
"Lamarck-14B-v0.7-rc4",0.0181819596123991,98,69,148,71,62
"magnum-v2-72b",0.0573611952557691,87,65,141,68,58
"Porpoise-Opus-14B-Exp",0.0307344940379135,93,68,147,70,62
"Dinobot-Opus-14B-Exp",-0.62789349605299,224,165,249,172,141
"Josiefied-abliteratedV4-Q",-0.615929245661221,222,160,249,170,137
"Luminis-phi-4",-0.166187911293419,121,81,197,83,75
"Qwen2.5-14B-Instruct-abli",-0.645759084234766,230,172,249,179,144
"Lamarck-14B-v0.7-Fusion",0.026726428926986,95,68,147,70,62
"SuperNova14b",-0.108059502690283,106,78,186,79,72
"Messier-Opus-14B-Elite7",0.0344512636846837,91,68,145,70,62
"Lineage-14B",-0.160748647364626,119,81,194,83,75
"ZYH-LLM-Qwen2.5-14B-V3",-0.638804825155494,228,170,249,175,144
"Pegasus-Opus-14B-Exp",0.0898126124311145,85,62,132,64,58
"Q2.5-Veltha-14B-0.5",-0.44165965179045,192,117,240,123,104
"Oxyge1-33B",0.788621033242261,33,18,56,18,13
"Qwen2.5-14B-Instruct...144",-0.627988234577593,225,164,249,172,141
"Qwen2.5-14B-YOYO-V4-p2",-0.628292933735524,226,165,249,174,141
"LamarckInfusion-14B-v2-lo",-0.0204129055197724,100,73,162,73,64
"LamarckInfusion-14B-v3",0.0191528808837074,97,70,147,71,62
"QwQ-32B-Coder-Fusion-9010",0.112257343238598,81,62,123,62,57
"Qwen2.5-14B-Instruct-1M",-0.58332232992531,217,148,248,155,124
"Qwen2.5-14B-Instruct-1M-G",-0.571213201135565,213,148,248,151,122
"NQLSG-Qwen2.5-14B-MegaFus...151",-0.107331031714609,105,77,186,79,72
"Qwen2.5-THREADRIPPER-Medi",-0.66829751447587,233,175,250,185,148
"MFGRIMM-14B",-0.371590741297291,182,105,232,105,96
"Qwenvergence-14B-v11",-0.308119636084493,161,100,221,103,86
"novablast-preview",0.787419931834461,34,18,56,18,13
"LamarckInfusion-14B-v2-hi",0.0416060573027912,88,67,144,69,61
"Qwen2.5-14B-it-restore",-0.634339646719094,227,170,249,175,143
"Qwenvergence-14B-v10",-0.313517137903704,164,100,223,104,86
"huihui-ai-abliteratedV2-Q",-0.59587063872048,220,150,248,160,130
"WomboCombo-R1-Coder-14B-P",-0.486018417485447,202,124,244,135,105
"Llama-3.1-Tulu-3-70B...161",-0.253044709048126,145,88,212,96,79
"MFDOOM-14B",-0.415636808054787,190,111,239,114,101
"Chocolatine-2-14B-Instruc...163",-0.254480011542102,146,93,210,98,79
"Nova-14b-sce",-0.207020709400771,135,86,203,88,77
"Geedorah-14B",-0.197775270306812,131,86,202,86,76
"Qwen2.5-14B-Gutenberg-Ins",-0.70281453475517,239,186,250,189,156
"Alice-14B",-0.292827502628841,155,100,216,103,83
"NovaScotia-14b-stock",-0.323381652101749,168,103,223,104,86
"Rosemary-14b",-0.290084841168651,153,100,216,102,83
"ODB-14b-sce",-0.216816525889082,138,87,203,88,78
"Phi-4-Sce-exp-v0.1",-0.310350669585833,162,102,220,104,86
"Chocolatine-2-14B-Instruc...172",-0.189925172796094,128,83,201,86,76
"Qwen2.5-Gutenberg-Doppel-",-0.702455149573967,238,187,250,190,156
"Qwen2.5-14B-Instruct...174",-0.663353582461141,232,174,250,183,148
"Ponder-14B-linear",-0.254786651773985,147,95,210,99,79
"LeTriomphant2.2_ECE_iLAB",0.574644791496915,51,26,70,29,23
"tempesthenno-nuslerp-0124",-0.149406426871122,116,79,194,81,73
"Phi-4-RR-Shoup",-0.291476116440161,154,100,217,102,83
"openbuddy-llama3.1-70b-v2",-0.344535761012768,173,104,229,105,88
"Chocolatine-2-14B-Instruc...180",-0.277532503231805,149,99,215,100,81
"NQLSG-Qwen2.5-14B-MegaFus...181",-0.186896045270141,126,83,199,86,76
"Qwen2.5-14B-Vimarckoso-v3...182",-0.284756722687461,151,99,217,100,82
"caramel-14B",-0.312587461120912,163,102,221,104,86
"Phi-4-Model-Stock-v4",-0.330807329097624,171,104,223,104,87
"Wendy-14B",-0.329751871988107,170,104,223,104,87
"Qwenvergence-14B-v12-Pros",-0.00301033427357744,99,71,155,73,62
"time-14b-stock",-0.473556016426831,199,124,242,135,105
"Lamarck-14B-v0.6",-0.155199556368895,118,79,194,81,74
"ChocoTrio-14B-v1",-0.221715461095906,140,86,207,88,79
"1up-14b",-0.30720274325102,160,102,220,104,86
"qwen2.5-14b-tensopolis-v1",-0.821530329732423,247,204,250,211,187
"Lamarck-14B-v0.7-rc1",-0.182974986757548,124,82,199,86,76
"Qwen2.5-Lumen-14B",-0.763499778010109,242,197,250,200,175
"Sombrero-Opus-14B-Sm5",-0.126038758715824,111,79,190,79,73
"llama3.1-kartoffeldes-70B",-0.362674981307717,178,104,231,105,94
"Phi-4-RStock-v0.1",-0.378448581528353,184,105,233,108,99
"miscii-14b-0130",-0.231023515967888,142,88,209,93,79
"Qwenvergence-14B-v13-Pros",-0.30100269616727,157,100,220,103,85
"Vine-14b-sce",-0.550306661275656,211,148,248,149,118
"Qwen2.5-14B-Vimarckoso-v3...200",-0.371235594609969,180,105,232,105,96
"Casa-14b-sce...201",-0.557952551193633,212,148,248,153,119
"Flashlight-v1.1",-0.520352994994197,208,142,248,145,111
"Mithril-14B-sce",-0.34915796426635,174,104,229,105,88
"NQLSG-Qwen2.5-14B-MegaFus...204",-0.618662407898889,223,166,248,174,137
"ultiima-14B-v0.2",-0.320594157391167,165,103,221,104,86
"Phi-4-ReasoningRP",-0.386084144738696,185,105,235,110,99
"calme-2.1-llama3.1-70b",-0.697751442418929,237,187,250,190,154
"Primal-Opus-14B-Optimus-v",0.0341384037785932,92,68,144,70,62
"gen-inst-1",-0.751336588442168,241,192,250,199,172
"Qwen2.5-14B-Gutenberg-1e-",-0.819124935651713,246,204,250,210,187
"Llama-3.1-Nemotron-lorabl",-0.18399838699936,125,82,201,86,76
"QwenSlerp2-14B",-0.363920047326254,179,105,231,105,95
"NQLSG-Qwen2.5-14B-MegaFus...213",-0.303782306885139,158,100,220,103,86
"Loke-14B-sce",-0.442063646504549,193,118,240,124,104
"mosaic-14b-sce",-0.495454883741827,203,136,244,142,105
"Phi-4-Model-Stock",-0.579064791114685,216,153,248,158,124
"Llama3.1-70b-SVA-FT-1000s",-0.216666996908438,137,86,203,88,78
"phi-4",-0.673018101099229,234,180,250,187,148
"orca_mini_v9_2_70b",-0.227753646057077,141,86,210,88,79
"NQLSG-Qwen2.5-14B-MegaFus...220",-0.122294159041795,110,79,189,79,73
"orca_mini_phi-4",-0.375857656415304,183,105,234,105,99
"orca_mini_v9_2_14B",-0.361920148571522,175,104,231,105,93
"Lamarck-14B-v0.6-model_st",-0.386460043947485,186,105,236,108,99
"NQLSG-Qwen2.5-14B-MegaFus...224",-0.458424655628249,197,123,241,130,104
"Qwen2.5-14B-ReasoningMerg",0.339861450961062,66,43,87,47,38
"NQLSG-Qwen2.5-14B-Origina",-0.218796884093523,139,86,207,88,78
"Qwenvergence-14B-v0.6-004",-0.44022260383943,191,114,240,121,104
"Oasis-14B-ties",-0.480681482816254,201,130,242,137,105
"Viper-Coder-v1.6-r999",0.183845831954378,76,58,107,58,52
"Flashlight-v1.0",-0.653692780980461,231,175,249,183,145
"Virtuoso-Small",-0.786884550765905,244,202,250,204,183
"Cygnus-II-14B",-0.150663023012921,117,79,190,81,73
"GuiltySpark-14B-ties",-0.574199396887312,214,152,248,159,123
"0x-lite",-0.9836180051329,250,232,250,235,213
"PathFinderAi3.0",0.612496838154875,46,25,67,25,19
"phi-4-tensopolis-v1",-0.783133533094875,243,202,250,204,183
"Viper-Coder-Hybrid-v1.3",-0.823116451454078,248,204,250,211,189
"Casa-14b-sce...238",-0.605311189374532,221,161,248,170,135
"AceInstruct-72B",-0.935677641276369,249,222,250,228,204
"ultiima-14B-v0.3",-0.589388624524771,218,155,248,165,128
"fp4-14b-v1-fix",-0.683671949031731,235,187,250,190,150
"Chocolatine-Fusion-14B",-0.577897013089208,215,150,248,161,124
"QwenSlerp-14B",-0.456423677646838,196,122,241,128,104
"Robo-Gutenberg_V1.0",-0.171271973496427,122,81,197,83,75
"Adamant-14B-sce",-0.737282208716966,240,195,250,198,170
"Phi4Basis-14B-sce",-0.685453406954851,236,185,250,187,150
"bloom-14b-stock",-0.812505547377955,245,204,250,211,187
"TheBeagle-v2beta-32B-MGS...248",0.618150848391027,44,24,66,25,19
"Qwen2.5-14B-Vimarckoso-v3...249",-0.522769561368791,209,141,248,144,111
"Qwentessential-14B-v1",-0.200400626258721,132,86,202,86,76
"Viper-Coder-v1.1",0.168904712239483,78,58,112,58,52
