"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Lix-14B-v0.1",-0.779355044698185,94,65,100,65,56
"calme-2.2-llama3.1-70b",-0.050948625530443,53,32,72,33,19
"NQLSG-Qwen2.5-14B-MegaFus",-0.426777222401547,68,48,99,50,40
"calme-2.3-llama3.1-70b",-0.157575099526505,56,34,83,36,29
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.698263860162628,89,60,100,61,55
"orca_mini_v8_1_70b",-0.690992923470847,87,60,100,61,54
"Apollo-70B",-0.276946455843853,63,40,93,40,34
"ZYH-LLM-Qwen2.5-14B-V4",-0.25634297088964,61,40,93,40,34
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.700509979457148,90,60,100,63,55
"Progenitor-V1.1-LLaMa-70B",-0.691481129496778,88,60,100,61,54
"70B-L3.3-Cirrus-x1",-0.596567303582304,79,56,100,57,48
"magnum-v1-72b",-0.526567718268225,73,55,100,56,46
"magnum-72b-v1",-0.515379988721453,71,54,100,56,46
"lamarckvergence-14b-tenso",-0.725613338788391,93,61,100,65,56
"li-14b-v0.4-slerp0.1",-0.856894368936167,99,66,100,68,60
"miscii-14b-0218",-0.934494057356395,100,69,100,69,65
"Cheng-2",-0.551183832566872,74,54,100,56,47
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.646437941746274,84,57,100,60,52
"Llama3.3-70B-CogniLink",-0.792619364154746,96,65,100,66,56
"tempesthenno-ppo-ckpt40",-0.815144704611699,98,65,100,66,58
"RYS-Llama3.1-Large",-0.482515194125742,69,50,100,53,41
"virtuoso-small-v2-tensopo",-0.395316065568449,67,47,99,48,39
"Cheng-2-v1.1",-0.663480781114495,85,57,100,60,53
"RombosBeagle-v2beta-MGS-3",0.47803849075047,27,6,48,6,4
"TheBeagle-v2beta-32B-MGS",0.429586537446638,29,6,52,8,6
"lambda-qwen2.5-14b-dpo-te",-0.602860780394658,80,56,100,56,49
"tempesthenno-nuslerp-001",-0.811015280862007,97,65,100,66,57
"Qwen2.5-14B-1M-YOYO-V3",-0.62864583761415,82,56,100,57,50
"Josiefied-Qwen2.5-14B-Ins",-0.552139526439416,75,55,100,56,48
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.711835990015824,92,60,100,61,55
"Q2.5-Veltha-14B",-0.680474754650002,86,59,100,61,54
"ECE-ILAB-Q1",-0.6339799697087,83,57,100,60,50
"Virtuoso-Small-v2",-0.558277471212408,76,55,100,56,48
"Qwen2.5-14B-YOYO-V4-p1",-0.789502864623052,95,65,100,65,56
"Chocolatine-14B-Instruct-",-0.709319567290952,91,61,100,63,55
