"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Dracarys-72B-Instruct",-0.109325211464133,58,25,77,26,22
"Linkbricks-Horizon-AI-Ave.5",-0.207981799021178,63,28,78,28,24
"Lamarckvergence-14B",-1.25331927258477,94,76,100,78,72
"Lix-14B-v0.1",-0.972753958977854,90,72,99,73,61
"calme-2.2-llama3.1-70b",-0.284800234412265,68,28,89,30,25
"NQLSG-Qwen2.5-14B-MegaFus",-1.21746411630229,93,76,100,77,72
"calme-2.3-llama3.1-70b",-0.16404743434677,61,26,78,26,22
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.34914584904912,95,78,100,79,76
"orca_mini_v8_1_70b",0.365989791961235,27,14,64,14,13
"Apollo-70B",-0.439056533835227,74,36,91,38,28
"ZYH-LLM-Qwen2.5-14B-V4",-0.876596448544551,83,64,99,67,54
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.49213275331602,97,79,100,81,76
"Progenitor-V1.1-LLaMa-70B",0.0708932809516356,44,22,75,22,17
"70B-L3.3-Cirrus-x1",-0.00861848905182949,47,22,77,24,20
"magnum-v1-72b",-0.0318063548565899,50,24,76,24,21
"magnum-72b-v1",-0.0278038206558464,49,24,75,25,21
"lamarckvergence-14b-tenso",-1.42200848774763,96,79,100,79,76
"li-14b-v0.4-slerp0.1",-1.13197540050744,91,76,100,76,68
"miscii-14b-0218",-0.899662581527744,86,69,99,72,56
"Cheng-2",-0.823843144701988,79,61,99,64,49
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.73374315894585,100,91,100,91,79
"Llama3.3-70B-CogniLink",-0.458759463684939,75,37,92,38,28
"tempesthenno-ppo-ckpt40",-0.872489617621432,82,67,99,71,53
"RYS-Llama3.1-Large",-0.0916631069330562,56,24,77,25,22
"virtuoso-small-v2-tensopo",-0.63225590623654,77,47,95,52,38
"Cheng-2-v1.1",-0.864496127595347,81,63,99,65,52
"RombosBeagle-v2beta-MGS-3",0.0822046906556908,43,22,75,22,17
"TheBeagle-v2beta-32B-MGS",0.116779038801518,40,22,75,22,16
"lambda-qwen2.5-14b-dpo-te",-0.834439215324293,80,62,99,65,49
"tempesthenno-nuslerp-001",-0.899837168383146,87,70,99,72,56
"Qwen2.5-14B-1M-YOYO-V3",-0.876803845719925,84,63,99,65,54
"Josiefied-Qwen2.5-14B-Ins",-0.933468289970379,89,67,99,71,59
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.54128354441499,98,81,100,86,77
"Q2.5-Veltha-14B",-0.610792298946782,76,47,94,50,37
"ECE-ILAB-Q1",-0.327041662491264,71,32,89,34,26
"Virtuoso-Small-v2",-0.720224482286748,78,56,96,60,44
"Qwen2.5-14B-YOYO-V4-p1",-0.913969461841585,88,65,99,70,57
"Chocolatine-14B-Instruct-",-1.54713944049315,99,88,100,90,77
