"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Qwentile2.5-32B-Instruct",1.34284757647531,29,10,45,10,7
"Rombos-LLM-V2.5-Qwen-32b",2.5621206525587,7,1,23,3,1
"openbuddy-llama3.3-70b-v2",1.68143036079517,22,7,40,7,7
"Linkbricks-Horizon-AI-Ave.3",0.705146964211066,39,24,53,26,14
"huihui-ai-abliterated-Qwe",-0.685511043708638,63,48,87,48,36
"Linkbricks-Horizon-AI-Ave.4",0.568253058363659,45,27,56,29,20
"ultiima-32B",1.87692120977922,18,7,31,7,4
"RYS-XLarge",0.864540986664518,34,21,52,23,10
"Qwen2.5-95B-Instruct",-1.99763962416685,83,69,100,70,53
"ultiima-72B-v1.5",2.28706348565792,9,3,28,4,1
"sky-t1-coder-32b-flash",-0.212160407821026,53,37,75,42,30
"Llama-3.3-70B-Instruct",-1.82509167181035,81,62,100,68,50
"RomboUltima-32B",1.12967823053129,30,12,47,14,8
"calme-2.1-rys-78b",0.60066582458787,44,27,56,28,20
"calme-2.3-rys-78b",0.938695848192813,32,15,52,20,10
"calme-2.1-qwen2-72b",0.423207633040921,46,30,59,30,23
"calme-2.2-rys-78b",0.701602751430787,40,21,57,24,14
"MG-FinalMix-72B",0.705669354827314,38,25,53,27,14
"EVA-Qwen2.5-72B-v0.2",2.01685146544069,11,7,30,7,3
"Qwen2-72B-Orpo-v0.1",0.793684927777265,35,24,52,24,11
"RYS-XLarge-base",0.65475458066438,41,26,53,27,15
"calme-2.2-qwen2-72b",-0.64623294060572,61,48,81,48,35
"Arcee-Nova",0.0453965252291022,50,33,71,35,29
"L3.3-MS-Nevoria-70b",1.87479494627712,19,7,33,7,4
"Set-70b",1.58705504265993,24,7,45,8,7
"QwentileSwap",1.37209338011269,28,8,47,10,7
"li-14b-v0.4",-2.25953707539075,90,73,100,73,53
"tempmotacilla-cinerea-030",-2.23861981645328,89,72,100,73,53
"L3.3-Nevoria-R1-70b",1.98205735574809,13,7,31,7,3
"Qwen2-72B-Instruct",-0.673457713383147,62,48,82,48,36
"Galactic-Qwen-14B-Exp2",1.92382771112335,14,7,31,7,4
"BigQwen2.5-52B-Instruct",-1.21446951323151,73,53,100,53,47
"Llama-3.1-SauerkrautLM-70",-0.366370865367136,56,43,79,46,32
"Llama-3.1-70B-Instruct",-1.02175569414435,71,53,93,53,46
"Dracarys-72B-Instruct",0.0397973605966433,51,33,71,35,29
"Linkbricks-Horizon-AI-Ave.5",-0.824045317966753,68,48,93,48,41
"Lamarckvergence-14B",-1.43678341988173,76,57,96,58,48
"Lix-14B-v0.1",-1.52995088820628,77,58,100,59,48
"calme-2.2-llama3.1-70b",-1.24930771702572,74,53,96,54,47
"NQLSG-Qwen2.5-14B-MegaFus",-2.18091485879862,87,72,100,73,53
"calme-2.3-llama3.1-70b",-0.984161320723035,69,53,93,53,45
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.77476860303535,80,63,100,68,50
"orca_mini_v8_1_70b",0.709279329892332,37,20,60,22,14
"Apollo-70B",1.70937973545027,21,7,40,7,7
"ZYH-LLM-Qwen2.5-14B-V4",-2.31458290197469,91,73,100,73,53
"NQLSG-Qwen2.5-14B-MegaFus.2",-2.13356309307977,85,70,100,72,53
"Progenitor-V1.1-LLaMa-70B",1.89241660510525,15,7,32,7,4
"70B-L3.3-Cirrus-x1",1.79481267396089,20,7,34,7,6
"magnum-v1-72b",0.121214938311205,48,32,69,33,27
"magnum-72b-v1",0.112074097600903,49,32,68,33,28
"lamarckvergence-14b-tenso",-1.59994073502069,79,60,96,62,48
"li-14b-v0.4-slerp0.1",-2.23164858971038,88,69,100,72,53
"miscii-14b-0218",-1.01118450593218,70,53,93,53,46
"Cheng-2",-3.3759058221235,97,84,100,87,54
"NQLSG-Qwen2.5-14B-MegaFus.3",-2.36831755440989,93,73,100,75,53
"Llama3.3-70B-CogniLink",1.41306697842737,27,8,47,8,7
"tempesthenno-ppo-ckpt40",-1.3064063061137,75,54,95,56,48
"RYS-Llama3.1-Large",-1.1000082502853,72,53,93,54,46
"virtuoso-small-v2-tensopo",-1.94877868838067,82,69,100,69,53
"Cheng-2-v1.1",-3.51416938481028,100,87,100,91,53
"RombosBeagle-v2beta-MGS-3",1.87874623552958,16,7,31,7,4
"TheBeagle-v2beta-32B-MGS",1.99075126950752,12,7,30,7,3
"lambda-qwen2.5-14b-dpo-te",-2.67483461725329,95,77,100,80,53
"tempesthenno-nuslerp-001",-1.55674222393481,78,59,97,60,48
"Qwen2.5-14B-1M-YOYO-V3",-3.48364317182894,99,80,100,83,53
"Josiefied-Qwen2.5-14B-Ins",-3.09196299552661,96,82,100,83,54
"NQLSG-Qwen2.5-14B-MegaFus.4",-2.66339336247058,94,76,100,77,53
"Q2.5-Veltha-14B",-2.13688002144234,86,69,100,72,53
"ECE-ILAB-Q1",0.637326633795514,42,27,53,27,19
"Virtuoso-Small-v2",-2.36313613388934,92,74,100,75,53
"Qwen2.5-14B-YOYO-V4-p1",-3.45043781490194,98,85,100,88,53
"Chocolatine-14B-Instruct-",-2.07782861053457,84,68,100,69,53
