"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Llama-3.3-70B-Instruct",-0.995119666722554,68,46,100,48,32
"RomboUltima-32B",-0.210124246538502,58,34,100,35,25
"calme-2.1-rys-78b",1.45553756936724,30,8,53,9,5
"calme-2.3-rys-78b",2.05240871949115,17,6,38,6,2
"calme-2.1-qwen2-72b",0.430618294157719,48,29,78,30,12
"calme-2.2-rys-78b",2.03142033795951,19,6,38,6,2
"MG-FinalMix-72B",0.648984373808839,43,25,66,25,9
"EVA-Qwen2.5-72B-v0.2",2.03142033795949,20,6,38,6,2
"Qwen2-72B-Orpo-v0.1",0.575269168134024,44,25,70,27,10
"RYS-XLarge-base",0.739813856759478,39,21,66,25,9
"calme-2.2-qwen2-72b",-0.0942028924226594,55,34,88,34,22
"Arcee-Nova",0.265106560945564,53,30,81,32,14
"L3.3-MS-Nevoria-70b",2.32918537046021,12,2,38,3,1
"Set-70b",2.29259382891562,13,3,38,3,1
"QwentileSwap",0.334748215730122,50,30,81,30,14
"li-14b-v0.4",-3.63565733374744,96,81,100,81,21
"tempmotacilla-cinerea-030",-2.44078765699379,82,67,100,70,34
"L3.3-Nevoria-R1-70b",2.1201661966616,16,3,43,3,2
"Qwen2-72B-Instruct",0.270798352783229,52,30,83,31,14
"Galactic-Qwen-14B-Exp2",1.92263911576046,23,6,43,6,3
"BigQwen2.5-52B-Instruct",0.29592497708914,51,30,84,30,14
"Llama-3.1-SauerkrautLM-70",-0.264334892328462,59,34,100,35,25
"Llama-3.1-70B-Instruct",-1.1956902509222,71,51,100,54,33
"Dracarys-72B-Instruct",0.566385828806106,45,25,70,29,10
"Linkbricks-Horizon-AI-Ave.5",-0.180555815791222,56,34,100,34,25
"Lamarckvergence-14B",-2.26259055197186,81,66,100,67,34
"Lix-14B-v0.1",-1.71905313846208,80,62,100,62,34
"calme-2.2-llama3.1-70b",-1.59671464933347,78,54,100,55,34
"NQLSG-Qwen2.5-14B-MegaFus",-3.13703031275451,90,78,100,80,30
"calme-2.3-llama3.1-70b",-1.30905037968045,74,54,100,54,33
"NQLSG-Qwen2.5-14B-MegaFus.1",-3.04565340597993,89,78,100,80,31
"orca_mini_v8_1_70b",1.6750448336863,29,6,58,6,3
"Apollo-70B",1.86896591038352,24,3,54,6,3
"ZYH-LLM-Qwen2.5-14B-V4",-4.28848140118006,100,81,100,82,6
"NQLSG-Qwen2.5-14B-MegaFus.2",-3.24935700789216,92,80,100,81,30
"Progenitor-V1.1-LLaMa-70B",2.1367284288466,15,3,43,3,1
"70B-L3.3-Cirrus-x1",2.39304767661979,10,2,37,3,1
"magnum-v1-72b",0.886507806032613,38,17,63,21,7
"magnum-72b-v1",0.946227040734263,36,15,62,17,7
"lamarckvergence-14b-tenso",-2.50583232898635,83,70,100,70,34
"li-14b-v0.4-slerp0.1",-2.56692042854523,84,70,100,71,34
"miscii-14b-0218",-1.12744364043322,70,54,100,54,33
"Cheng-2",-3.26614023671748,93,80,100,81,30
"NQLSG-Qwen2.5-14B-MegaFus.3",-4.07334018568058,97,81,100,81,8
"Llama3.3-70B-CogniLink",1.70026371090966,27,6,58,6,3
"tempesthenno-ppo-ckpt40",-1.47470890167656,77,55,100,56,34
"RYS-Llama3.1-Large",-0.702591340626769,65,44,100,46,30
"virtuoso-small-v2-tensopo",-3.00640226621573,88,78,100,78,32
"Cheng-2-v1.1",-3.30197847652992,94,80,100,81,30
"RombosBeagle-v2beta-MGS-3",0.652893894409351,42,24,68,25,9
"TheBeagle-v2beta-32B-MGS",0.657700050369187,40,25,66,25,9
"lambda-qwen2.5-14b-dpo-te",-2.57876740073821,85,70,100,71,34
"tempesthenno-nuslerp-001",-1.61716609814837,79,59,100,62,34
"Qwen2.5-14B-1M-YOYO-V3",-4.18564755963901,99,81,100,82,6
"Josiefied-Qwen2.5-14B-Ins",-3.43214011709273,95,80,100,81,25
"NQLSG-Qwen2.5-14B-MegaFus.4",-4.1192023426542,98,81,100,82,7
"Q2.5-Veltha-14B",-2.74388385750199,86,71,100,73,33
"ECE-ILAB-Q1",-0.312394952671929,61,36,99,39,25
"Virtuoso-Small-v2",-2.99502931860939,87,78,100,78,32
"Qwen2.5-14B-YOYO-V4-p1",-3.24274735714254,91,80,100,81,30
"Chocolatine-14B-Instruct-",-1.39716353428549,76,54,100,55,33
