"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Linkbricks-Horizon-AI-Ave.5",0.140189335065918,42,20,69,20,15
"Lamarckvergence-14B",-0.171443864690031,49,32,90,33,25
"Lix-14B-v0.1",-0.585778607300629,73,44,98,46,35
"calme-2.2-llama3.1-70b",-0.552189977747536,72,44,98,46,34
"NQLSG-Qwen2.5-14B-MegaFus",-0.194704548057072,53,32,92,34,26
"calme-2.3-llama3.1-70b",-0.842057582408591,90,55,99,58,46
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.391584009263429,64,35,98,38,32
"orca_mini_v8_1_70b",-1.80201166769523,100,96,100,98,82
"Apollo-70B",0.690510665271375,24,3,45,6,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.357270701796573,60,34,97,36,31
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.322898744063663,58,34,97,35,31
"Progenitor-V1.1-LLaMa-70B",-0.392574729299578,65,38,97,40,32
"70B-L3.3-Cirrus-x1",-0.354466359104958,59,35,97,38,31
"magnum-v1-72b",-0.808602469935958,86,50,99,55,44
"magnum-72b-v1",-0.809210957941305,87,50,99,57,44
"lamarckvergence-14b-tenso",-0.422762945839953,66,38,98,41,33
"li-14b-v0.4-slerp0.1",-0.779452335025579,85,48,99,48,44
"miscii-14b-0218",-0.743697683127218,82,47,99,48,44
"Cheng-2",-0.750623119840772,83,47,99,48,44
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.189967078153055,51,32,91,34,25
"Llama3.3-70B-CogniLink",-0.372243661863046,61,35,97,38,32
"tempesthenno-ppo-ckpt40",-0.817746169543277,89,48,99,54,45
"RYS-Llama3.1-Large",-1.42406295822635,99,82,100,86,68
"virtuoso-small-v2-tensopo",-0.889257083897807,91,55,99,58,46
"Cheng-2-v1.1",-0.89540280481774,92,50,99,57,46
"RombosBeagle-v2beta-MGS-3",1.39175141204397,2,1,21,1,1
"TheBeagle-v2beta-32B-MGS",1.3141537635951,6,1,24,1,1
"lambda-qwen2.5-14b-dpo-te",-0.640524967032684,79,44,99,46,38
"tempesthenno-nuslerp-001",-0.926868269320838,93,58,99,58,47
"Qwen2.5-14B-1M-YOYO-V3",-0.938888064159502,94,55,100,58,47
"Josiefied-Qwen2.5-14B-Ins",-0.634259347498828,77,45,99,46,38
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.54630233941861,71,44,98,44,34
"Q2.5-Veltha-14B",-1.11146673247326,98,66,100,69,53
"ECE-ILAB-Q1",-0.530246642788022,70,44,98,46,34
"Virtuoso-Small-v2",-1.03310856914969,96,59,100,64,48
"Qwen2.5-14B-YOYO-V4-p1",-1.04843707422853,97,58,100,61,48
"Chocolatine-14B-Instruct-",-0.2295764092694,56,33,94,34,26
