"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"RYS-XLarge",-0.228911053596662,60,36,75,37,27
"Qwen2.5-95B-Instruct",-1.82906484105955,82,66,100,67,40
"ultiima-72B-v1.5",3.13042163590545,2,1,17,1,1
"sky-t1-coder-32b-flash",0.532355356035536,38,21,67,22,16
"Llama-3.3-70B-Instruct",-2.10482044929035,86,66,100,68,44
"RomboUltima-32B",0.599162396513424,37,21,65,22,15
"calme-2.1-rys-78b",0.246846515924908,45,30,69,33,19
"calme-2.3-rys-78b",1.23126696412561,31,10,50,12,9
"calme-2.1-qwen2-72b",-0.453253545009882,64,37,84,38,32
"calme-2.2-rys-78b",0.940288510405071,35,15,63,18,10
"MG-FinalMix-72B",-0.206182571278475,58,36,74,36,26
"EVA-Qwen2.5-72B-v0.2",2.19447420659379,14,2,33,2,1
"Qwen2-72B-Orpo-v0.1",-0.0219716809496644,53,35,73,36,22
"RYS-XLarge-base",-0.549755360966609,65,39,86,40,33
"calme-2.2-qwen2-72b",-0.611592466935641,66,39,86,42,34
"Arcee-Nova",-0.00182313990347893,51,35,73,35,22
"L3.3-MS-Nevoria-70b",2.27573551188573,11,1,33,1,1
"Set-70b",1.77526543302807,19,4,37,6,2
"QwentileSwap",1.39742689212827,26,10,46,10,6
"li-14b-v0.4",-3.10194534384924,99,74,100,74,45
"tempmotacilla-cinerea-030",-1.95045303908579,83,67,100,68,41
"L3.3-Nevoria-R1-70b",2.0274321459682,16,2,35,2,1
"Qwen2-72B-Instruct",-0.760397887731076,68,44,91,45,35
"Galactic-Qwen-14B-Exp2",1.30485237704945,28,10,47,12,7
"BigQwen2.5-52B-Instruct",-0.779929024406034,69,39,100,42,35
"Llama-3.1-SauerkrautLM-70",-1.82719808633454,81,64,100,66,40
"Llama-3.1-70B-Instruct",-1.82374163610983,80,65,100,67,40
"Dracarys-72B-Instruct",0.188471019464183,48,32,70,33,20
"Linkbricks-Horizon-AI-Ave.5",-0.213112450283023,59,35,84,36,26
"Lamarckvergence-14B",-1.63827076213472,74,64,100,65,39
"Lix-14B-v0.1",-1.17311146849821,71,52,100,56,36
"calme-2.2-llama3.1-70b",-1.67959082882241,75,61,100,64,39
"NQLSG-Qwen2.5-14B-MegaFus",-2.45128994337645,88,70,100,71,45
"calme-2.3-llama3.1-70b",-1.7594302049471,76,64,100,65,39
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.98041218080314,84,66,100,68,42
"orca_mini_v8_1_70b",1.04772700509652,34,10,63,12,10
"Apollo-70B",1.44158122541149,23,9,49,10,4
"ZYH-LLM-Qwen2.5-14B-V4",-3.1447946544218,100,72,100,74,44
"NQLSG-Qwen2.5-14B-MegaFus.2",-2.44701438306321,87,70,100,71,45
"Progenitor-V1.1-LLaMa-70B",2.02743214596819,17,2,35,2,1
"70B-L3.3-Cirrus-x1",1.63358976982026,20,6,43,7,2
"magnum-v1-72b",0.466546334905027,39,22,69,25,18
"magnum-72b-v1",0.425877360160347,40,23,69,27,18
"lamarckvergence-14b-tenso",-2.10387102793679,85,69,100,70,44
"li-14b-v0.4-slerp0.1",-1.82295552456893,79,65,100,66,40
"miscii-14b-0218",-0.684675341007932,67,40,88,44,34
"Cheng-2",-2.90989936289403,93,74,100,74,45
"NQLSG-Qwen2.5-14B-MegaFus.3",-2.96253991196746,96,72,100,74,45
"Llama3.3-70B-CogniLink",1.19366512129347,32,10,60,10,9
"tempesthenno-ppo-ckpt40",-1.06498652324249,70,50,100,53,36
"RYS-Llama3.1-Large",-1.32779988401491,73,57,100,61,37
"virtuoso-small-v2-tensopo",-2.53915601653653,91,70,100,71,45
"Cheng-2-v1.1",-2.91088753404394,94,74,100,74,45
"RombosBeagle-v2beta-MGS-3",1.41190981361109,25,10,44,10,6
"TheBeagle-v2beta-32B-MGS",1.57946635063803,21,10,39,10,2
"lambda-qwen2.5-14b-dpo-te",-2.48131215024186,89,71,100,72,45
"tempesthenno-nuslerp-001",-1.31811248297716,72,57,100,60,37
"Qwen2.5-14B-1M-YOYO-V3",-3.06292034691701,97,72,100,74,45
"Josiefied-Qwen2.5-14B-Ins",-2.9596766140681,95,74,100,74,45
"NQLSG-Qwen2.5-14B-MegaFus.4",-3.08517142710227,98,72,100,74,45
"Q2.5-Veltha-14B",-1.76656576963368,77,65,100,66,39
"ECE-ILAB-Q1",0.400561237457176,41,25,69,27,18
"Virtuoso-Small-v2",-2.50287364805646,90,70,100,71,45
"Qwen2.5-14B-YOYO-V4-p1",-2.87607646582055,92,73,100,74,45
"Chocolatine-14B-Instruct-",-1.7872670106439,78,64,100,65,40
