"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"huihui-ai-abliterated-Qwe",-0.0659304367547051,56,18,77,24,12
"Linkbricks-Horizon-AI-Ave.4",0.120079028000814,47,14,74,15,9
"ultiima-32B",0.62487669569203,17,9,52,9,6
"RYS-XLarge",0.531798335337584,25,9,56,9,7
"Qwen2.5-95B-Instruct",0.0187821466047033,53,16,76,18,10
"ultiima-72B-v1.5",0.801404548232493,11,7,45,7,6
"sky-t1-coder-32b-flash",-0.551656393088983,75,51,93,52,37
"Llama-3.3-70B-Instruct",0.17659236609797,45,11,73,13,9
"RomboUltima-32B",0.0824663570862509,49,15,74,17,10
"calme-2.1-rys-78b",0.580689644307109,18,9,54,9,7
"calme-2.3-rys-78b",0.336777953411301,36,9,60,10,9
"calme-2.1-qwen2-72b",0.410721264349823,32,9,58,9,9
"calme-2.2-rys-78b",-0.064069605321369,55,26,76,30,12
"MG-FinalMix-72B",0.344632536531376,35,9,59,10,9
"EVA-Qwen2.5-72B-v0.2",0.393937264013704,33,9,58,10,9
"Qwen2-72B-Orpo-v0.1",0.19699646426547,42,11,72,13,9
"RYS-XLarge-base",0.411496074047188,31,9,57,9,9
"calme-2.2-qwen2-72b",-0.290318811044259,63,38,84,38,19
"Arcee-Nova",-0.287392485145807,61,38,83,40,19
"L3.3-MS-Nevoria-70b",-0.381361548700102,71,42,88,46,30
"Set-70b",-0.198727600900716,57,33,80,35,17
"QwentileSwap",0.553481463320846,19,9,54,9,7
"li-14b-v0.4",-0.799251067586482,78,57,100,57,49
"tempmotacilla-cinerea-030",-1.02748119330927,88,65,100,70,57
"L3.3-Nevoria-R1-70b",-0.498302189454547,74,49,90,50,35
"Qwen2-72B-Instruct",-0.20402113553702,58,34,80,37,17
"Galactic-Qwen-14B-Exp2",0.497448826941882,29,9,56,9,9
"BigQwen2.5-52B-Instruct",-0.289382347324419,62,37,84,38,19
"Llama-3.1-SauerkrautLM-70",0.655094900555958,16,9,51,9,6
"Llama-3.1-70B-Instruct",0.262956839938588,38,10,71,10,9
"Dracarys-72B-Instruct",-0.376501211662225,70,41,88,45,30
"Linkbricks-Horizon-AI-Ave.5",-0.232434048061895,59,34,83,37,18
"Lamarckvergence-14B",-1.18533162890979,92,75,100,76,60
"Lix-14B-v0.1",-1.28650575788237,95,77,100,77,65
"calme-2.2-llama3.1-70b",0.150794613367305,46,12,74,14,9
"NQLSG-Qwen2.5-14B-MegaFus",-1.01277884568092,87,70,100,73,57
"calme-2.3-llama3.1-70b",0.261855146593187,40,10,71,10,9
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.19134632099835,93,75,100,76,60
"orca_mini_v8_1_70b",-0.281220050143564,60,34,87,36,19
"Apollo-70B",-0.807782689788719,79,57,99,59,50
"ZYH-LLM-Qwen2.5-14B-V4",-0.466087928496171,73,41,93,46,34
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.31483219791595,96,77,100,77,66
"Progenitor-V1.1-LLaMa-70B",-0.405934164167878,72,42,88,46,30
"70B-L3.3-Cirrus-x1",-0.331624465313884,65,38,86,41,27
"magnum-v1-72b",-0.356630853043375,68,41,87,42,30
"magnum-72b-v1",-0.352056575608971,67,41,86,42,29
"lamarckvergence-14b-tenso",-1.16500748092707,91,74,100,75,59
"li-14b-v0.4-slerp0.1",-1.41077285781606,98,78,100,78,73
"miscii-14b-0218",-1.44969948333785,99,78,100,78,73
"Cheng-2",-0.869827088799894,83,57,100,57,52
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.35675516356005,97,77,100,77,71
"Llama3.3-70B-CogniLink",-0.827229980587575,80,57,99,59,50
"tempesthenno-ppo-ckpt40",-1.13078599626583,89,74,100,75,57
"RYS-Llama3.1-Large",-0.0403962293870004,54,18,77,22,11
"virtuoso-small-v2-tensopo",-0.359510948221121,69,38,88,41,30
"Cheng-2-v1.1",-0.929680638940716,84,57,100,60,54
"RombosBeagle-v2beta-MGS-3",0.552159576989551,21,9,56,9,7
"TheBeagle-v2beta-32B-MGS",0.542403439639446,23,9,54,9,7
"lambda-qwen2.5-14b-dpo-te",-0.945962948009423,85,57,100,60,54
"tempesthenno-nuslerp-001",-1.13196440599275,90,74,100,75,57
"Qwen2.5-14B-1M-YOYO-V3",-0.84514187771567,81,57,100,57,51
"Josiefied-Qwen2.5-14B-Ins",-0.862991028324328,82,57,100,57,52
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.25433760219256,94,76,100,77,64
"Q2.5-Veltha-14B",-0.71827866774052,77,54,99,55,46
"ECE-ILAB-Q1",-0.303782534001827,64,38,85,38,23
"Virtuoso-Small-v2",-0.582937587525786,76,47,97,51,38
"Qwen2.5-14B-YOYO-V4-p1",-0.998983109995454,86,59,100,65,57
"Chocolatine-14B-Instruct-",-1.61061524430132,100,85,100,86,76
