"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"openbuddy-llama3.3-70b-v2",0.50564230116266,16,1,43,2,1
"Linkbricks-Horizon-AI-Ave.3",0.0065787618870905,49,21,79,22,14
"huihui-ai-abliterated-Qwe",-0.261052802663561,67,35,97,37,28
"Linkbricks-Horizon-AI-Ave.4",-0.0826277407478822,56,27,85,28,16
"ultiima-32B",0.190060760134657,35,11,65,13,7
"RYS-XLarge",0.442498541092201,21,4,49,5,1
"Qwen2.5-95B-Instruct",0.235833739504902,33,9,64,11,6
"ultiima-72B-v1.5",0.374446482176647,26,6,54,7,1
"sky-t1-coder-32b-flash",-0.441881423050239,79,50,100,54,37
"Llama-3.3-70B-Instruct",-0.111855691531173,58,28,87,28,19
"RomboUltima-32B",-0.0139339372773013,50,22,81,24,14
"calme-2.1-rys-78b",0.343079257711651,27,7,56,8,1
"calme-2.3-rys-78b",0.271330368752922,29,9,62,9,5
"calme-2.1-qwen2-72b",0.257314554470652,31,9,64,9,5
"calme-2.2-rys-78b",0.23399749614039,34,9,64,10,6
"MG-FinalMix-72B",0.180473363788934,36,11,67,14,7
"EVA-Qwen2.5-72B-v0.2",0.236798491871758,32,9,64,11,6
"Qwen2-72B-Orpo-v0.1",0.0526145620207701,45,17,76,21,11
"RYS-XLarge-base",0.0746911022710468,43,16,75,18,9
"calme-2.2-qwen2-72b",-0.168198499117057,62,29,91,32,23
"Arcee-Nova",-0.108116349279299,57,28,85,28,18
"L3.3-MS-Nevoria-70b",-0.0704015093179757,54,25,85,27,16
"Set-70b",0.0106922071437761,48,21,79,22,13
"QwentileSwap",-0.180331307317092,64,30,91,35,23
"li-14b-v0.4",-0.3127433228178,69,37,99,42,29
"tempmotacilla-cinerea-030",-0.394116707890506,77,45,100,47,35
"L3.3-Nevoria-R1-70b",0.123190986704485,40,14,71,15,9
"Qwen2-72B-Instruct",-0.158974171535409,60,28,91,31,22
"Galactic-Qwen-14B-Exp2",0.085889967225552,42,15,75,17,9
"BigQwen2.5-52B-Instruct",-0.358561625250656,75,42,100,44,35
"Llama-3.1-SauerkrautLM-70",-0.0247144359884235,53,23,81,26,14
"Llama-3.1-70B-Instruct",-0.175513550455277,63,30,91,32,23
"Dracarys-72B-Instruct",-0.346511889867627,72,42,100,44,32
"Linkbricks-Horizon-AI-Ave.5",-0.414232850124837,78,46,100,50,37
"Lamarckvergence-14B",-0.493166014293347,85,54,100,54,42
"Lix-14B-v0.1",-0.609332763584215,89,60,100,65,50
"calme-2.2-llama3.1-70b",-0.2997447972722,68,37,98,41,28
"NQLSG-Qwen2.5-14B-MegaFus",-0.452851306794544,80,50,100,54,39
"calme-2.3-llama3.1-70b",-0.256693739854171,66,35,97,37,28
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.678283181608743,95,65,100,66,55
"orca_mini_v8_1_70b",0.0557162730192799,44,16,77,21,11
"Apollo-70B",0.405750941428044,23,5,53,6,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.353762100960513,74,42,100,44,33
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.657171377137712,93,65,100,66,54
"Progenitor-V1.1-LLaMa-70B",-0.151519324473413,59,28,88,31,22
"70B-L3.3-Cirrus-x1",0.0190101612369333,47,21,78,22,12
"magnum-v1-72b",-0.351412615108293,73,42,100,44,32
"magnum-72b-v1",-0.316073248662985,70,39,98,42,29
"lamarckvergence-14b-tenso",-0.617406954719519,91,62,100,65,52
"li-14b-v0.4-slerp0.1",-0.789691366818591,99,71,100,76,64
"miscii-14b-0218",-0.614892304113538,90,60,100,65,51
"Cheng-2",-0.455590078205775,81,50,100,54,39
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.698135657186852,96,65,100,68,57
"Llama3.3-70B-CogniLink",-0.0159727997396231,51,22,81,24,14
"tempesthenno-ppo-ckpt40",-0.564181389055273,86,59,100,59,46
"RYS-Llama3.1-Large",-0.233627136514558,65,35,96,36,27
"virtuoso-small-v2-tensopo",-0.325382111103077,71,40,99,42,30
"Cheng-2-v1.1",-0.590862558479885,88,59,100,60,49
"RombosBeagle-v2beta-MGS-3",0.145959230584632,38,14,67,14,8
"TheBeagle-v2beta-32B-MGS",0.11051889620115,41,14,71,16,9
"lambda-qwen2.5-14b-dpo-te",-0.378365987573314,76,43,100,46,35
"tempesthenno-nuslerp-001",-0.56534593440851,87,58,100,59,46
"Qwen2.5-14B-1M-YOYO-V3",-0.701448659310214,97,65,100,67,57
"Josiefied-Qwen2.5-14B-Ins",-0.490384133603307,84,54,100,54,42
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.763134479273186,98,68,100,70,60
"Q2.5-Veltha-14B",-0.646380300587067,92,64,100,65,54
"ECE-ILAB-Q1",-0.475579968761008,82,53,100,54,41
"Virtuoso-Small-v2",-0.480023783807778,83,53,100,54,41
"Qwen2.5-14B-YOYO-V4-p1",-0.671858599023671,94,65,100,66,54
"Chocolatine-14B-Instruct-",-0.811031709573811,100,72,100,77,65
