"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"Linkbricks-Horizon-AI-Ave.5",-0.160301691620005,59,34,73,35,29
"Lamarckvergence-14B",-0.587860960889228,69,53,95,54,47
"Lix-14B-v0.1",-0.687121544378954,73,56,99,60,51
"calme-2.2-llama3.1-70b",-0.967286708293151,87,68,100,69,63
"NQLSG-Qwen2.5-14B-MegaFus",-0.719246989313141,75,59,100,61,52
"calme-2.3-llama3.1-70b",-1.07250907912045,90,69,100,69,65
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.810272847968564,79,63,100,64,54
"orca_mini_v8_1_70b",-0.642925549102871,71,54,97,57,49
"Apollo-70B",0.694280289032775,22,12,41,12,3
"ZYH-LLM-Qwen2.5-14B-V4",-0.957661452448689,86,67,100,68,62
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.831648155044013,80,64,100,64,55
"Progenitor-V1.1-LLaMa-70B",0.180257866454252,41,23,64,25,18
"70B-L3.3-Cirrus-x1",0.277339742550899,38,20,62,20,16
"magnum-v1-72b",-0.23459066972179,62,39,77,39,32
"magnum-72b-v1",-0.22103842489216,61,39,75,39,32
"lamarckvergence-14b-tenso",-0.740079502400713,76,60,100,62,53
"li-14b-v0.4-slerp0.1",-0.974193528163494,88,68,100,69,63
"miscii-14b-0218",-0.678955079547171,72,56,99,60,51
"Cheng-2",-1.08734085740599,93,69,100,69,65
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.863408340101726,83,64,100,65,58
"Llama3.3-70B-CogniLink",0.0481829280818551,49,28,68,29,21
"tempesthenno-ppo-ckpt40",-0.832950583655054,81,64,100,65,56
"RYS-Llama3.1-Large",-1.15907025104045,95,70,100,72,68
"virtuoso-small-v2-tensopo",-1.13041180478657,94,69,100,70,67
"Cheng-2-v1.1",-1.18950285699521,96,69,100,70,69
"RombosBeagle-v2beta-MGS-3",0.993301826988663,13,1,28,2,1
"TheBeagle-v2beta-32B-MGS",0.953272673682953,15,2,31,2,1
"lambda-qwen2.5-14b-dpo-te",-0.936131570141193,85,67,100,68,61
"tempesthenno-nuslerp-001",-0.875972679948152,84,64,100,67,60
"Qwen2.5-14B-1M-YOYO-V3",-1.3356518212958,100,74,100,76,69
"Josiefied-Qwen2.5-14B-Ins",-1.07096099841198,89,69,100,69,65
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.07523370056203,91,69,100,69,65
"Q2.5-Veltha-14B",-1.26024707044014,98,72,100,75,69
"ECE-ILAB-Q1",-0.420631993870704,68,49,86,50,39
"Virtuoso-Small-v2",-1.19906690778079,97,70,100,72,69
"Qwen2.5-14B-YOYO-V4-p1",-1.26670087352438,99,71,100,74,69
"Chocolatine-14B-Instruct-",-0.638045626048483,70,54,97,56,49
