"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"BigQwen2.5-52B-Instruct",0.185567075378706,38,18,68,18,13
"Llama-3.1-SauerkrautLM-70",0.000725498042226214,51,19,82,20,18
"Llama-3.1-70B-Instruct",0.0305169129953007,47,19,80,19,17
"Dracarys-72B-Instruct",-1.01105053039247,90,65,98,67,56
"Linkbricks-Horizon-AI-Ave.5",0.748561448862853,18,7,42,8,4
"Lamarckvergence-14B",-0.508931511034268,73,42,95,46,29
"Lix-14B-v0.1",-0.59143565495087,77,48,96,53,31
"calme-2.2-llama3.1-70b",0.29716470927097,31,14,65,17,13
"NQLSG-Qwen2.5-14B-MegaFus",-0.103389997721414,56,22,86,26,18
"calme-2.3-llama3.1-70b",0.0143455926352982,48,19,80,20,17
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.617201544920823,79,48,97,54,34
"orca_mini_v8_1_70b",-0.504477916179954,72,36,97,42,29
"Apollo-70B",-0.706054222349633,81,56,97,57,38
"ZYH-LLM-Qwen2.5-14B-V4",0.21423417849377,35,18,68,18,13
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.497979613447109,71,42,95,44,29
"Progenitor-V1.1-LLaMa-70B",-1.56019710733465,98,87,100,90,73
"70B-L3.3-Cirrus-x1",-1.84984496456258,99,96,100,96,82
"magnum-v1-72b",-1.07022840204729,93,67,99,71,57
"magnum-72b-v1",-1.07351779130901,94,68,99,71,57
"lamarckvergence-14b-tenso",-0.899962066400579,89,59,98,59,48
"li-14b-v0.4-slerp0.1",-0.462461713828594,70,42,95,43,27
"miscii-14b-0218",-0.726056534547252,82,56,97,57,39
"Cheng-2",0.170140510145993,41,18,70,18,14
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.366371787568887,65,34,93,36,23
"Llama3.3-70B-CogniLink",-1.9137918312139,100,96,100,96,87
"tempesthenno-ppo-ckpt40",-0.732415747802755,84,57,97,57,39
"RYS-Llama3.1-Large",-0.347089710656569,62,30,95,34,22
"virtuoso-small-v2-tensopo",-0.146135100353693,57,22,86,26,19
"Cheng-2-v1.1",-0.0104670658256336,52,20,80,20,18
"RombosBeagle-v2beta-MGS-3",0.0818685806991857,45,18,79,19,15
"TheBeagle-v2beta-32B-MGS",0.0643916714935182,46,19,79,19,16
"lambda-qwen2.5-14b-dpo-te",-0.0251527742922928,53,20,81,22,18
"tempesthenno-nuslerp-001",-0.75596738752522,85,57,97,58,42
"Qwen2.5-14B-1M-YOYO-V3",0.200194953922713,36,18,70,18,13
"Josiefied-Qwen2.5-14B-Ins",0.0837596334664399,44,19,76,19,15
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.460494710958991,69,42,95,43,27
"Q2.5-Veltha-14B",-0.036076455736346,54,20,81,22,18
"ECE-ILAB-Q1",-1.0794227451268,95,69,99,71,57
"Virtuoso-Small-v2",-0.304043843884335,59,30,90,31,22
"Qwen2.5-14B-YOYO-V4-p1",-0.305658265061256,60,31,89,32,22
"Chocolatine-14B-Instruct-",-0.357640116176499,64,34,91,35,22
